Project_No,Simple Actors,Average Actors,Complex Actors,UAW,Simple UC,Average UC,Complex UC,UUCW,TCF,ECF,Real_P20,Real_Effort_Person_Hours,Language,Methodology,ApplicationType
8068,0.0,0,0,6,0,0,0,545,1.0,1.0,338.05,12722,Visual Basic,Rapid Application Development (RAD),Mathematically-Intensive Application
8069,0.0,0,0,9,0,0,0,488,1.0,1.0,308.0,11475,.Net,Waterfall,Infrastructure Software
8070,0.0,0,0,16,0,0,0,450,1.0,1.0,330.0,10759,PowerBuilder,Unified Process and its variants,Mathematically-Intensive Application
8071,0.0,0,0,16,0,0,0,362,1.0,1.0,294.0,8727,C,Waterfall,Real-Time Application
8072,0.0,0,0,9,0,0,0,378,1.0,1.0,297.2,8935,Visual Basic,Personal Software Process (PSP),Business Application
8073,0.0,0,0,11,0,0,0,351,1.0,1.0,289.1,8358,DELPHI,Incremental,Infrastructure Software
8074,0.0,0,0,15,0,0,0,597,1.0,1.0,336.25,14130,XML,Personal Software Process (PSP),Business Application
8075,0.0,0,0,15,0,0,0,325,1.0,1.0,290.0,7850,SQL,Personal Software Process (PSP),Real-Time Application
8076,0.0,0,0,2,0,0,0,397,1.0,1.0,301.2,9212,.Net,Waterfall,Business Application
8077,0.0,0,0,7,0,0,0,319,1.0,1.0,311.6,7527,C++,Rapid Application Development (RAD),Infrastructure Software
8078,0.0,0,0,8,0,0,0,497,1.0,1.0,301.15,11660,Oracle,Rapid Application Development,Infrastructure Software
8079,0.0,0,0,9,0,0,0,493,1.0,1.0,368.25,11590,ASP,Rapid Application Development (RAD),Real-Time Application
8080,0.0,0,0,8,0,0,0,213,1.0,1.0,296.35,5103,DELPHI,Waterfall,Real-Time application
8081,0.0,0,0,8,0,0,0,365,1.0,1.0,294.1,8612,ASP,Rapid Application Development (RAD),Real-Time Application
8082,0.0,0,0,15,0,0,0,425,1.0,1.0,288.9,10159,C++,Incremental,Business Application
8083,0.0,0,0,20,0,0,0,435,1.0,1.0,330.0,10505,SQL,Rapid Application Development,Business Application
8084,0.0,0,0,10,0,0,0,404,1.0,1.0,302.4,9559,C#,Rapid Application Development (RAD),Infrastructure Software
8085,0.0,0,0,9,0,0,0,352,1.0,1.0,355.55,8335,C++,Unified Process and its variants,Real-Time application
8086,0.0,0,0,10,0,0,0,390,1.0,1.0,376.6,9235,C,Waterfall,Mathematically-Intensive Application
8087,0.0,0,0,22,0,0,0,435,1.0,1.0,371.35,10551,CSP,Multifunctional Teams,Business Application
8088,0.0,0,0,2,0,0,0,345,1.0,1.0,365.15,8012,Java,Waterfall,Infrastructure Software
8089,0.0,0,0,14,0,0,0,388,1.0,1.0,293.15,9282,CSP,Multifunctional Teams,Mathematically-Intensive Application
8090,0.0,0,0,6,0,0,0,273,1.0,1.0,355.95,6442,ASP,Rapid Application Development (RAD),Real-Time Application
8091,0.0,0,0,10,0,0,0,364,1.0,1.0,355.55,8635,ASP,Rapid Application Development,Real-Time Application
8092,0.0,0,0,14,0,0,0,390,1.0,1.0,338.05,9328,.Net,Incremental,Real-Time application
8093,0.0,0,0,11,0,0,0,425,1.0,1.0,293.15,10067,Java,Rapid Application Development,Business Application
8094,0.0,0,0,0,0,0,0,330,1.0,1.0,308.65,7619,Oracle,Personal Software Process (PSP),Business Application
8095,0.0,0,0,4,0,0,0,316,1.0,1.0,308.65,7388,DELPHI,Personal Software Process (PSP),Infrastructure Software
8096,0.0,0,0,5,0,0,0,447,1.0,1.0,382.15,10436,DELPHI,Rapid Application Development,Real-Time application
8097,0.0,0,0,5,0,0,0,433,1.0,1.0,355.95,10113,ASP,Incremental,Mathematically-Intensive Application
8098,0.0,0,0,3,0,0,0,679,1.0,1.0,398.5,15746,Visual Basic,Rapid Application Development,Mathematically-Intensive Application
8099,0.0,0,0,5,0,0,0,522,1.0,1.0,312.0,12168,Java,Waterfall,Infrastructure Software
8100,0.0,0,0,9,0,0,0,460,1.0,1.0,371.35,10828,Java,Personal Software Process (PSP),Real-Time Application
8101,0.0,0,0,13,0,0,0,391,1.0,1.0,288.75,9328,SQL,Waterfall,Real-Time application
8102,0.0,0,0,16,0,0,0,343,1.0,1.0,396.75,8289,DELPHI,Unified Process and its variants,Mathematically-Intensive Application
8103,0.0,0,0,1,0,0,0,535,1.0,1.0,296.35,12375,ASP,Multifunctional Teams,Real-Time application
8104,0.0,0,0,1,0,0,0,572,1.0,1.0,367.5,13230,Oracle,Rapid Application Development,Business Application
8105,0.0,0,0,2,0,0,0,362,1.0,1.0,289.55,8404,C#,Rapid Application Development,Business Application
8106,0.0,0,0,12,0,0,0,511,1.0,1.0,355.55,12075,Visual Basic,Waterfall,Business Application
8107,0.0,0,0,5,0,0,0,375,1.0,1.0,294.0,8774,Java,Personal Software Process (PSP),Mathematically-Intensive Application
8108,0.0,0,0,17,0,0,0,344,1.0,1.0,298.1,8335,XML,Waterfall,Real-Time Application
8109,0.0,0,0,18,0,0,0,348,1.0,1.0,334.5,8450,Oracle,Unified Process and its variants,Business Application
8110,0.0,0,0,7,0,0,0,485,1.0,1.0,340.7,11360,C,Unified Process and its variants,Business Application
8111,0.0,0,0,7,0,0,0,307,1.0,1.0,334.5,7250,C#,Multifunctional Teams,Real-Time Application
8112,0.0,0,0,9,0,0,0,327,1.0,1.0,358.3,7758,PowerBuilder,Incremental,Business Application
8113,0.0,0,0,5,0,0,0,429,1.0,1.0,293.25,10020,ASP,Personal Software Process (PSP),Mathematically-Intensive Application
8114,0.0,0,0,21,0,0,0,439,1.0,1.0,293.65,10621,C++,Rapid Application Development (RAD),Mathematically-Intensive Application
8115,0.0,0,0,8,0,0,0,416,1.0,1.0,358.3,9789,DELPHI,Unified Process and its variants,Infrastructure Software
8116,0.0,0,0,6,0,0,0,442,1.0,1.0,355.55,10344,Java,Waterfall,Real-Time Application
8117,0.0,0,0,17,0,0,0,547,1.0,1.0,355.55,13022,Oracle,Incremental,Real-Time application
8118,0.0,0,0,10,0,0,0,439,1.0,1.0,299.25,10367,C#,Incremental,Real-Time application
8119,0.0,0,0,9,0,0,0,232,1.0,1.0,336.25,5564,CSP,Personal Software Process (PSP),Real-Time application
8120,0.0,0,0,15,0,0,0,387,1.0,1.0,323.7,9282,XML,Rapid Application Development (RAD),Mathematically-Intensive Application
8121,0.0,0,0,16,0,0,0,390,1.0,1.0,330.0,9374,XML,Rapid Application Development,Infrastructure Software
8122,0.0,0,0,13,0,0,0,358,1.0,1.0,294.0,8566,DELPHI,Personal Software Process (PSP),Mathematically-Intensive Application
8123,0.0,0,0,10,0,0,0,421,1.0,1.0,294.0,9951,DELPHI,Rapid Application Development,Business Application
8124,0.0,0,0,7,0,0,0,610,1.0,1.0,382.15,14246,C#,Waterfall,Real-Time application
8125,0.0,0,0,5,0,0,0,443,1.0,1.0,358.3,10344,Oracle,Multifunctional Teams,Business Application
8126,0.0,0,0,7,0,0,0,457,1.0,1.0,370.3,10713,Visual Basic,Multifunctional Teams,Infrastructure Software
8127,0.0,0,0,5,0,0,0,568,1.0,1.0,308.0,13230,Oracle,Personal Software Process (PSP),Business Application
8128,0.0,0,0,21,0,0,0,421,1.0,1.0,303.1,10205,Java,Waterfall,Mathematically-Intensive Application
8129,0.0,0,0,13,0,0,0,383,1.0,1.0,294.25,9143,XML,Incremental,Infrastructure Software
8130,0.0,0,0,6,0,0,0,280,1.0,1.0,358.3,6603,CSP,Personal Software Process (PSP),Infrastructure Software
8131,0.0,0,0,18,0,0,0,450,1.0,1.0,301.15,10805,C#,Rapid Application Development (RAD),Real-Time Application
8132,0.0,0,0,8,0,0,0,370,1.0,1.0,296.35,8727,CSP,Multifunctional Teams,Business Application
8133,0.0,0,0,9,0,0,0,416,1.0,1.0,370.3,9813,C,Incremental,Real-Time Application
8134,0.0,0,0,14,0,0,0,182,1.0,1.0,288.9,4525,Visual Basic,Multifunctional Teams,Real-Time Application
8135,0.0,0,0,9,0,0,0,352,1.0,0.0,308.65,0,PowerBuilder,Rapid Application Development (RAD),Real-Time application
8136,0.0,0,0,13,0,0,0,348,1.0,1.0,289.1,8335,C++,Rapid Application Development,Real-Time application
8137,0.0,0,0,20,0,0,0,496,1.0,1.0,308.0,11914,PowerBuilder,Multifunctional Teams,Real-Time Application
8138,0.0,0,0,14,0,0,0,546,1.0,1.0,303.1,12930,CSP,Rapid Application Development,Real-Time application
8139,0.0,0,0,11,0,0,0,329,1.0,0.0,301.75,0,PowerBuilder,Personal Software Process (PSP),Business Application
8140,0.0,0,0,10,0,0,0,319,1.0,1.0,371.35,7596,Oracle,Personal Software Process (PSP),Infrastructure Software
8141,0.0,0,0,9,0,0,0,271,1.0,1.0,362.25,6465,Visual Basic,Unified Process and its variants,Real-Time Application
8142,0.0,0,0,18,0,0,0,378,1.0,1.0,355.95,9143,Oracle,Personal Software Process (PSP),Mathematically-Intensive Application
8143,0.0,0,0,6,0,0,0,565,1.0,1.0,301.75,13184,Java,Personal Software Process (PSP),Infrastructure Software
8144,0.0,0,0,17,0,0,0,386,1.0,1.0,297.2,9305,Visual Basic,Personal Software Process (PSP),Business Application
8145,0.0,0,0,16,0,0,0,274,1.0,1.0,320.0,6696,Oracle,Rapid Application Development (RAD),Real-Time application
8146,0.0,0,0,13,0,0,0,311,1.0,1.0,376.6,7481,.Net,Incremental,Business Application
8147,0.0,0,0,12,0,0,0,429,1.0,1.0,334.5,10182,.Net,Incremental,Business Application
8148,0.0,0,0,11,0,0,0,425,1.0,1.0,340.45,10067,C#,Incremental,Infrastructure Software
8149,0.0,0,0,14,0,0,0,459,1.0,1.0,308.65,10921,CSP,Personal Software Process (PSP),Mathematically-Intensive Application
8150,0.0,0,0,9,0,0,0,426,1.0,1.0,288.9,10043,SQL,Waterfall,Business Application
8151,0.0,0,0,15,0,0,0,281,1.0,1.0,371.35,6834,DELPHI,Multifunctional Teams,Mathematically-Intensive Application
8152,0.0,0,0,13,0,0,0,308,1.0,1.0,338.05,7411,.Net,Unified Process and its variants,Infrastructure Software
8153,0.0,0,0,10,0,0,0,464,1.0,1.0,289.55,10944,DELPHI,Incremental,Business Application
8154,0.0,0,0,12,0,0,0,305,1.0,1.0,355.95,7319,ASP,Waterfall,Real-Time application
8155,0.0,0,0,13,0,0,0,403,1.0,1.0,338.05,9605,ASP,Multifunctional Teams,Business Application
8156,0.0,0,0,12,0,0,0,361,1.0,1.0,365.15,8612,Visual Basic,Unified Process and its variants,Business Application
8157,0.0,0,0,3,0,0,0,327,1.0,1.0,298.1,7619,ASP,Personal Software Process (PSP),Real-Time application
8158,0.0,0,0,8,0,0,0,511,1.0,1.0,288.75,11983,C#,Incremental,Mathematically-Intensive Application
8159,0.0,0,0,4,0,0,0,410,1.0,1.0,336.25,9559,.Net,Personal Software Process (PSP),Mathematically-Intensive Application
8160,0.0,0,0,9,0,0,0,297,1.0,1.0,293.65,7065,C,Unified Process and its variants,Infrastructure Software
8161,0.0,0,0,6,0,0,0,395,1.0,1.0,370.3,9258,C#,Rapid Application Development,Business Application
8162,0.0,0,0,2,0,0,0,334,1.0,1.0,308.65,7758,ASP,Multifunctional Teams,Infrastructure Software
8163,0.0,0,0,8,0,0,0,375,1.0,1.0,340.1,8843,ASP,Unified Process and its variants,Mathematically-Intensive Application
8164,0.0,0,0,1,0,0,0,464,1.0,1.0,352.0,10736,CSP,Multifunctional Teams,Business Application
8165,0.0,0,0,8,0,0,0,253,1.0,1.0,352.2,6026,XML,Rapid Application Development,Business Application
8166,0.0,0,0,5,0,0,0,446,1.0,1.0,303.1,10413,XML,Waterfall,Infrastructure Software
8167,0.0,0,0,17,0,0,0,476,1.0,1.0,320.6,11383,CSP,Waterfall,Infrastructure Software
8168,0.0,0,0,13,0,0,0,354,1.0,1.0,340.45,8473,ASP,Personal Software Process (PSP),Infrastructure Software
8169,0.0,0,0,18,0,0,0,399,1.0,1.0,358.3,9628,DELPHI,Waterfall,Real-Time Application
8170,0.0,0,0,15,0,0,0,309,1.0,1.0,294.25,7481,Oracle,Incremental,Real-Time application
8171,0.0,0,0,6,0,0,0,279,1.0,1.0,351.4,6580,ASP,Unified Process and its variants,Real-Time application
8172,0.0,0,0,15,0,0,0,463,1.0,1.0,312.0,11036,C++,Rapid Application Development,Mathematically-Intensive Application
8173,0.0,0,0,7,0,0,0,415,1.0,1.0,294.0,9743,ASP,Personal Software Process (PSP),Infrastructure Software
8174,0.0,0,0,9,0,0,0,424,1.0,1.0,321.65,9997,C#,Multifunctional Teams,Business Application
8175,0.0,0,0,9,0,0,0,427,1.0,1.0,338.05,10067,C,Rapid Application Development,Business Application
8176,0.0,0,0,19,0,0,0,268,1.0,1.0,355.55,6626,PowerBuilder,Multifunctional Teams,Infrastructure Software
8177,0.0,0,0,9,0,0,0,394,1.0,1.0,301.15,9305,C,Rapid Application Development,Mathematically-Intensive Application
8178,0.0,0,0,15,0,0,0,627,1.0,1.0,390.25,14823,XML,Multifunctional Teams,Real-Time application
8179,0.0,0,0,18,0,0,0,449,1.0,1.0,316.85,10782,SQL,Multifunctional Teams,Real-Time application
8180,0.0,0,0,21,0,0,0,243,1.0,1.0,323.7,6095,Java,Multifunctional Teams,Mathematically-Intensive Application
8181,0.0,0,0,17,0,0,0,369,1.0,1.0,293.65,8912,ASP,Personal Software Process (PSP),Real-Time Application
8182,0.0,0,0,19,0,0,0,427,1.0,1.0,288.9,10297,CSP,Waterfall,Infrastructure Software
8183,0.0,0,0,13,0,0,0,507,1.0,1.0,288.9,12006,CSP,Personal Software Process (PSP),Infrastructure Software
8184,0.0,0,0,18,0,0,0,301,1.0,1.0,298.1,7365,Visual Basic,Personal Software Process (PSP),Real-Time application
8185,0.0,0,0,12,0,0,0,326,1.0,1.0,297.0,7804,C++,Incremental,Business Application
8186,0.0,0,0,2,0,0,0,275,1.0,1.0,340.7,6395,.Net,Unified Process and its variants,Infrastructure Software
8187,0.0,0,0,13,0,0,0,413,1.0,1.0,340.45,9836,C#,Rapid Application Development (RAD),Mathematically-Intensive Application
8188,0.0,0,0,17,0,0,0,369,1.0,1.0,288.9,8912,ASP,Personal Software Process (PSP),Infrastructure Software
8189,0.0,0,0,15,0,0,0,450,1.0,1.0,293.8,10736,ASP,Incremental,Real-Time application
8190,0.0,0,0,8,0,0,0,374,1.0,1.0,355.55,8820,SQL,Personal Software Process (PSP),Business Application
8191,0.0,0,0,5,0,0,0,455,1.0,1.0,330.0,10621,C,Waterfall,Mathematically-Intensive Application
8192,0.0,0,0,14,0,0,0,259,1.0,1.0,347.1,6303,CSP,Unified Process and its variants,Mathematically-Intensive Application
8193,0.0,0,0,9,0,0,0,365,1.0,1.0,294.0,8635,C++,Unified Process and its variants,Real-Time application
8194,0.0,0,0,12,0,0,0,413,1.0,1.0,308.65,9813,PowerBuilder,Waterfall,Real-Time Application
8195,0.0,0,0,12,0,0,0,245,1.0,1.0,294.25,5934,CSP,Waterfall,Mathematically-Intensive Application
8196,0.0,0,0,11,0,0,0,410,1.0,1.0,301.2,9720,SQL,Personal Software Process (PSP),Mathematically-Intensive Application
8197,0.0,0,0,3,0,0,0,456,1.0,1.0,318.0,10598,ASP,Personal Software Process (PSP),Mathematically-Intensive Application
8198,0.0,0,0,6,0,0,0,437,1.0,1.0,298.1,10228,XML,Multifunctional Teams,Business Application
8199,0.0,0,0,11,0,0,0,529,1.0,1.0,372.45,12468,Oracle,Rapid Application Development,Real-Time application
8200,0.0,0,0,17,0,0,0,326,1.0,1.0,362.6,7919,XML,Unified Process and its variants,Mathematically-Intensive Application
8201,0.0,0,0,15,0,0,0,262,1.0,1.0,352.2,6395,C#,Multifunctional Teams,Infrastructure Software
8202,0.0,0,0,11,0,0,0,369,1.0,1.0,352.2,8774,Java,Personal Software Process (PSP),Real-Time application
8203,0.0,0,0,5,0,0,0,274,1.0,1.0,320.0,6442,ASP,Waterfall,Infrastructure Software
8204,0.0,0,0,11,0,0,0,416,1.0,1.0,293.25,9859,ASP,Rapid Application Development (RAD),Business Application
8205,0.0,0,0,10,0,0,0,449,1.0,1.0,365.15,10598,Oracle,Waterfall,Real-Time Application
8206,0.0,0,0,14,0,0,0,302,1.0,1.0,290.0,7296,XML,Waterfall,Mathematically-Intensive Application
8207,0.0,0,0,11,0,0,0,463,1.0,1.0,355.95,10944,C++,Personal Software Process (PSP),Real-Time Application
8208,0.0,0,0,13,0,0,0,408,1.0,1.0,398.1,9720,PowerBuilder,Incremental,Business Application
8209,0.0,0,0,8,0,0,0,227,1.0,1.0,398.1,5426,DELPHI,Incremental,Business Application
8210,0.0,0,0,8,0,0,0,344,1.0,1.0,294.25,8127,C#,Multifunctional Teams,Infrastructure Software
8211,0.0,0,0,13,0,0,0,456,1.0,1.0,376.6,10828,Oracle,Rapid Application Development,Infrastructure Software
8212,0.0,0,0,9,0,0,0,239,1.0,1.0,362.25,5726,C,Incremental,Real-Time Application
8213,0.0,0,0,1,0,0,0,282,1.0,1.0,302.4,6534,DELPHI,Multifunctional Teams,Real-Time application
8214,0.0,0,0,9,0,0,0,333,1.0,1.0,288.75,7896,C#,Rapid Application Development (RAD),Business Application
8215,0.0,0,0,11,0,0,0,376,1.0,1.0,320.0,8935,Visual Basic,Personal Software Process (PSP),Mathematically-Intensive Application
8216,0.0,0,0,12,0,0,0,457,1.0,1.0,318.0,10828,Java,Multifunctional Teams,Infrastructure Software
8217,0.0,0,0,11,0,0,0,297,1.0,1.0,293.25,7111,Java,Rapid Application Development (RAD),Real-Time application
8218,0.0,0,0,16,0,0,0,362,1.0,1.0,288.9,8727,C++,Waterfall,Infrastructure Software
8219,0.0,0,0,18,0,0,0,295,1.0,1.0,368.25,7227,Visual Basic,Waterfall,Infrastructure Software
8220,0.0,0,0,11,0,0,0,275,1.0,1.0,289.1,6603,CSP,Unified Process and its variants,Mathematically-Intensive Application
8221,0.0,0,0,14,0,0,0,336,1.0,1.0,330.0,8081,Oracle,Incremental,Infrastructure Software
8222,0.0,0,0,21,0,0,0,452,1.0,1.0,372.55,10921,ASP,Personal Software Process (PSP),Business Application
8223,0.0,0,0,9,0,0,0,275,1.0,1.0,365.15,6557,SQL,Multifunctional Teams,Mathematically-Intensive Application
8224,0.0,0,0,15,0,0,0,431,1.0,1.0,288.9,10297,SQL,Unified Process and its variants,Real-Time Application
8225,0.0,0,0,11,0,0,0,288,1.0,1.0,355.95,6903,Java,Personal Software Process (PSP),Real-Time application
8226,0.0,0,0,13,0,0,0,464,1.0,1.0,365.15,11013,ASP,Multifunctional Teams,Business Application
8227,0.0,0,0,11,0,0,0,336,1.0,1.0,298.55,8012,Visual Basic,Unified Process and its variants,Mathematically-Intensive Application
8228,0.0,0,0,10,0,0,0,302,1.0,1.0,316.85,7204,SQL,Rapid Application Development (RAD),Real-Time Application
8229,0.0,0,0,10,0,0,0,372,1.0,1.0,367.5,8820,C++,Rapid Application Development (RAD),Infrastructure Software
8230,0.0,0,0,7,0,0,0,427,1.0,1.0,299.65,10020,Visual Basic,Personal Software Process (PSP),Real-Time application
8231,0.0,0,0,11,0,0,0,400,1.0,1.0,336.25,9489,Visual Basic,Personal Software Process (PSP),Real-Time application
8232,0.0,0,0,5,0,0,0,448,1.0,1.0,338.05,10459,SQL,Waterfall,Infrastructure Software
8233,0.0,0,0,16,0,0,0,466,1.0,1.0,323.7,11129,C++,Rapid Application Development,Mathematically-Intensive Application
8234,0.0,0,0,15,0,0,0,306,1.0,1.0,308.65,7411,Oracle,Waterfall,Real-Time application
8235,0.0,0,0,17,0,0,0,350,1.0,1.0,352.0,8473,ASP,Waterfall,Infrastructure Software
8236,0.0,0,0,14,0,0,0,412,1.0,1.0,396.75,9836,.Net,Multifunctional Teams,Real-Time application
8237,0.0,0,0,15,0,0,0,445,1.0,1.0,323.7,10621,Java,Incremental,Infrastructure Software
8238,0.0,0,0,14,0,0,0,421,1.0,1.0,382.15,10043,C,Multifunctional Teams,Business Application
8239,0.0,0,0,4,0,0,0,478,1.0,1.0,362.6,11129,Java,Incremental,Real-Time Application
8240,0.0,0,0,14,0,0,0,420,1.0,1.0,336.25,10020,DELPHI,Personal Software Process (PSP),Mathematically-Intensive Application
8241,0.0,0,0,15,0,0,0,494,1.0,1.0,318.0,11752,SQL,Rapid Application Development,Business Application
8242,0.0,0,0,12,0,0,0,410,1.0,1.0,351.4,9743,DELPHI,Incremental,Real-Time Application
8243,0.0,0,0,13,0,0,0,425,1.0,1.0,382.15,10113,XML,Rapid Application Development,Real-Time Application
8244,0.0,0,0,11,0,0,0,248,1.0,1.0,294.0,5980,ASP,Rapid Application Development (RAD),Real-Time Application
8245,0.0,0,0,4,0,0,0,469,1.0,1.0,387.9,10921,PowerBuilder,Multifunctional Teams,Real-Time application
8246,0.0,0,0,14,0,0,0,421,1.0,1.0,347.1,10043,PowerBuilder,Incremental,Infrastructure Software
8247,0.0,0,0,17,0,0,0,392,1.0,1.0,301.2,9443,C,Unified Process and its variants,Real-Time application
8248,0.0,0,0,10,0,0,0,284,1.0,1.0,294.25,6788,CSP,Incremental,Real-Time Application
8249,0.0,0,0,13,0,0,0,336,1.0,1.0,372.45,8058,SQL,Unified Process and its variants,Business Application
8250,0.0,0,0,17,0,0,0,389,1.0,1.0,294.25,9374,Visual Basic,Rapid Application Development (RAD),Real-Time Application
8251,0.0,0,0,8,0,0,0,241,1.0,1.0,311.6,5749,CSP,Rapid Application Development (RAD),Real-Time application
8252,0.0,0,0,10,0,0,0,483,1.0,1.0,320.6,11383,Visual Basic,Incremental,Real-Time application
8253,0.0,0,0,11,0,0,0,371,1.0,1.0,340.7,8820,Oracle,Multifunctional Teams,Real-Time Application
8254,0.0,0,0,7,0,0,0,329,1.0,1.0,294.0,7758,PowerBuilder,Personal Software Process (PSP),Business Application
8255,0.0,0,0,2,0,0,0,478,1.0,1.0,302.4,11082,ASP,Rapid Application Development (RAD),Real-Time application
8256,0.0,0,0,9,0,0,0,379,1.0,1.0,298.1,8958,C++,Unified Process and its variants,Real-Time Application
8257,0.0,0,0,20,0,0,0,401,1.0,1.0,293.8,9720,.Net,Multifunctional Teams,Business Application
8258,0.0,0,0,10,0,0,0,408,1.0,1.0,336.25,9651,.Net,Incremental,Business Application
8259,0.0,0,0,11,0,0,0,355,1.0,1.0,370.3,8450,C,Rapid Application Development,Real-Time Application
8260,0.0,0,0,4,0,0,0,336,1.0,1.0,352.2,7850,Oracle,Waterfall,Infrastructure Software
8261,0.0,0,0,10,0,0,0,419,1.0,1.0,294.25,9905,SQL,Incremental,Real-Time Application
8262,0.0,0,0,11,0,0,0,169,1.0,1.0,339.35,4156,C++,Incremental,Business Application
8263,0.0,0,0,0,0,0,0,339,1.0,1.0,339.35,7827,C,Multifunctional Teams,Infrastructure Software
8264,0.0,0,0,12,0,0,0,517,1.0,1.0,302.4,12214,.Net,Rapid Application Development,Business Application
8265,0.0,0,0,5,0,0,0,270,1.0,1.0,362.25,6349,ASP,Waterfall,Business Application
8266,0.0,0,0,5,0,0,0,239,1.0,1.0,376.6,5634,DELPHI,Rapid Application Development (RAD),Mathematically-Intensive Application
8267,0.0,0,0,12,0,0,0,491,1.0,1.0,301.15,11613,DELPHI,Rapid Application Development (RAD),Real-Time Application
8268,0.0,0,0,16,0,0,0,413,1.0,1.0,301.15,9905,XML,Personal Software Process (PSP),Infrastructure Software
8269,0.0,0,0,12,0,0,0,500,1.0,1.0,323.7,11821,PowerBuilder,Unified Process and its variants,Real-Time application
8270,0.0,0,0,15,0,0,0,420,1.0,1.0,382.15,10043,.Net,Unified Process and its variants,Mathematically-Intensive Application
8271,0.0,0,0,5,0,0,0,290,1.0,1.0,390.25,6811,CSP,Rapid Application Development,Mathematically-Intensive Application
8272,0.0,0,0,8,0,0,0,531,1.0,1.0,390.25,12445,ASP,Incremental,Real-Time application
8273,0.0,0,0,21,0,0,0,458,1.0,1.0,390.25,11059,Visual Basic,Waterfall,Business Application
8274,0.0,0,0,11,0,0,0,336,1.0,1.0,320.6,8012,C++,Rapid Application Development,Infrastructure Software
8275,0.0,0,0,14,0,0,0,393,1.0,1.0,292.8,9397,Java,Waterfall,Business Application
8276,0.0,0,0,9,0,0,0,472,1.0,1.0,292.8,11106,Visual Basic,Personal Software Process (PSP),Real-Time Application
8277,0.0,0,0,2,0,0,0,466,1.0,1.0,398.1,10805,PowerBuilder,Personal Software Process (PSP),Business Application
8278,0.0,0,0,13,0,0,0,320,1.0,1.0,308.0,7688,Oracle,Unified Process and its variants,Infrastructure Software
8279,0.0,0,0,3,0,0,0,420,1.0,1.0,298.1,9766,Visual Basic,Incremental,Infrastructure Software
8280,0.0,0,0,7,0,0,0,518,1.0,1.0,308.0,12121,C,Incremental,Infrastructure Software
8281,0.0,0,0,14,0,0,0,501,1.0,1.0,297.0,11891,CSP,Waterfall,Mathematically-Intensive Application
8282,0.0,0,0,13,0,0,0,509,1.0,1.0,355.95,12052,DELPHI,Multifunctional Teams,Real-Time application
8283,0.0,0,0,7,0,0,0,387,1.0,1.0,338.2,9097,C,Rapid Application Development (RAD),Mathematically-Intensive Application
8284,0.0,0,0,8,0,0,0,532,1.0,1.0,338.05,12468,C++,Unified Process and its variants,Real-Time application
8285,0.0,0,0,9,0,0,0,484,1.0,1.0,294.0,11383,C,Waterfall,Infrastructure Software
8286,0.0,0,0,10,0,0,0,370,1.0,1.0,298.55,8774,Visual Basic,Rapid Application Development (RAD),Real-Time application
8287,0.0,0,0,11,0,0,0,340,1.0,1.0,294.1,8104,CSP,Incremental,Real-Time Application
8288,0.0,0,0,9,0,0,0,367,1.0,1.0,320.6,8681,DELPHI,Personal Software Process (PSP),Real-Time application
8289,0.0,0,0,14,0,0,0,420,1.0,1.0,334.5,10020,XML,Rapid Application Development (RAD),Real-Time Application
8290,0.0,0,0,8,0,0,0,390,1.0,1.0,362.25,9189,Oracle,Personal Software Process (PSP),Real-Time application
8291,0.0,0,0,13,0,0,0,387,1.0,1.0,372.45,9235,C++,Waterfall,Mathematically-Intensive Application
8292,0.0,0,0,12,0,0,0,471,1.0,1.0,316.85,11152,Oracle,Waterfall,Infrastructure Software
8293,0.0,0,0,11,0,0,0,244,1.0,1.0,294.0,5888,DELPHI,Rapid Application Development,Mathematically-Intensive Application
8294,0.0,0,0,14,0,0,0,562,1.0,0.0,347.1,0,Java,Unified Process and its variants,Real-Time application
8295,0.0,0,0,18,0,0,0,388,1.0,1.0,308.65,9374,C,Multifunctional Teams,Infrastructure Software
8296,0.0,0,0,13,0,0,0,280,1.0,1.0,296.35,6765,C++,Multifunctional Teams,Real-Time application
8297,0.0,0,0,25,0,0,0,377,1.0,1.0,355.55,9282,Java,Unified Process and its variants,Infrastructure Software
8298,0.0,0,0,21,0,0,0,555,1.0,1.0,302.4,13299,DELPHI,Rapid Application Development (RAD),Real-Time application
8299,0.0,0,0,0,0,0,0,465,1.0,1.0,298.55,10736,XML,Personal Software Process (PSP),Business Application
8300,0.0,0,0,6,0,0,0,330,1.0,1.0,296.35,7758,PowerBuilder,Waterfall,Real-Time Application
8301,0.0,0,0,5,0,0,0,378,1.0,1.0,340.7,8843,C,Multifunctional Teams,Business Application
8302,0.0,0,0,7,0,0,0,332,1.0,1.0,290.0,7827,PowerBuilder,Multifunctional Teams,Business Application
8303,0.0,0,0,7,0,0,0,248,1.0,1.0,362.25,5888,XML,Personal Software Process (PSP),Business Application
8304,0.0,0,0,9,0,0,0,634,1.0,1.0,298.1,14846,C++,Rapid Application Development (RAD),Real-Time application
8305,0.0,0,0,18,0,0,0,188,1.0,1.0,293.15,4756,C,Waterfall,Business Application
8306,0.0,0,0,14,0,0,0,444,1.0,1.0,298.1,10575,ASP,Waterfall,Real-Time application
8307,0.0,0,0,10,0,0,0,373,1.0,1.0,294.25,8843,PowerBuilder,Incremental,Real-Time Application
