recordnumber,projectname,cat2,forg,center,year,mode,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,act_effort
36,X,monitor_control,g,2,1986,semidetached,0.872901413969265,1.1950584403114597,1.2483465667232703,1.3285427834823582,1.6451451438148508,1.0069953288006568,0.7339717613031255,1.109704750746841,0.8752757759538891,1.073206457685525,0.851491881683518,0.5549709206827619,1.085148591804853,0.7016469514648191,0.7291399489038192,66.1305736723634,4
6,de,avionicsmonitoring,g,2,1979,semidetached,0.9948520034058377,1.378724044827535,1.4000987605721555,1.3998882997224456,1.348598225121536,0.9992619672878182,1.150525405949638,1.278198203380079,1.1623926617769529,1.1343381334217295,0.6147530532277831,0.9024335734209177,1.3421786102636921,1.1281680071603328,0.9893054852213635,21.379811364866516,6
73,Y,avionicsmonitoring,g,5,1979,semidetached,0.7149959918450977,1.1790558465827814,1.353789496360546,1.2533318938039977,1.2150324514964894,0.9540759833395253,1.3767420958905596,1.2364898090337455,1.0206708458839582,1.003489822695161,0.6373031126125398,0.939954685688792,1.2703275467370805,0.8506368027921065,0.7736473077120493,81.00815330854603,5
79,Y,missionplanning,g,5,1984,embedded,0.8227737421903096,1.031015540974046,0.9543024323628329,1.576171765092355,1.444092444437203,1.0725051829530357,1.0711293126518957,1.013797216301953,0.7521822524129597,1.1879818114296465,0.7524996675763211,0.6063890333345876,1.24527826928235,0.9067926148673484,0.8493784815641013,58.51905485274641,5
67,Y,avionicsmonitoring,g,5,1976,embedded,1.0664579520081088,1.1220511678402976,1.6387061595689243,1.475738447287506,1.2973699812604207,0.814410072368403,1.2222223091049602,1.3800953988771663,1.2592411116267916,1.1803789911655744,0.5066539480186393,0.8116675970257654,0.5981310728065483,0.8581885678488153,0.7780291114022434,338.0402942742595,7
1,de,avionicsmonitoring,g,2,1979,semidetached,1.1072580792289486,1.3198222418624483,1.0656569609275264,1.5071770225629963,1.5593550387526678,1.0897026541660306,1.2485367060124632,1.215722989344626,0.8345321221594547,1.356839769863897,1.0093723028315449,1.1340666215375719,0.5753598594794843,0.9270814043298403,0.7139315910425311,271.0882085727993,7
28,X,realdataprocessing,g,2,1982,semidetached,0.9925708701343416,1.3913828060616755,1.1701635115481825,1.162108167021648,1.5225448715559144,0.966442053856432,1.3706589140427812,1.1732807124797957,1.0792052367181935,1.246155950046727,0.6324820882673262,0.9352765893331341,1.0681854779147815,0.9962395022650427,1.0649205940839608,461.36041278404963,8
25,X,monitor_control,g,2,1986,semidetached,1.2440526088256485,1.2817575337024296,1.206880329581197,1.020512792202054,1.2085581427086187,1.0907539590134143,1.2009402093565962,1.1476345863836102,1.2323440191827553,1.3115381349263555,0.7301175598180343,0.9008869033887597,1.0679114815921837,1.2913564200889862,1.075587724314698,39.16786896715034,6
17,gal,missionplanning,g,1,1980,semidetached,1.3546408316720369,1.286686758004702,1.2306470423447728,1.569974343958073,1.6040901555175056,0.9524443772031688,0.7971243345622921,1.276811542807493,1.0149856547699132,1.3791854963102996,1.0603107758387496,0.6438190680136613,0.9649264301774456,0.6407795124445332,0.7224951525792991,142.63869340922722,6
56,spl,datacapture,g,2,1979,semidetached,1.185959083166613,1.381559319865711,0.8326753912881024,1.081607183044561,1.4278028111024954,1.0846108366202685,1.0914089236742501,1.185599143107681,1.0198279984040377,1.054646852622953,1.0076924079697847,1.088878437902531,1.3346287697250232,1.0405307395439896,0.9910084822975431,224.5560458182588,8
34,X,avionicsmonitoring,g,2,1987,semidetached,0.901273757650418,1.3459397749193043,1.3002306870768598,1.5079045032916523,1.6127850383127278,0.703143118671122,1.3341601674802939,1.078633084070396,1.1674691346135764,1.254584755342346,0.5760198301535789,1.1095417176647318,0.8254662856606795,0.9661375543171673,0.725683304720787,105.76453252123703,6
5,de,avionicsmonitoring,g,2,1979,semidetached,1.0548054629170533,1.0351288405859886,0.8099801912330994,1.2367601927834408,1.4762803339915453,0.7856629408724063,0.991106772896656,1.2240893899677359,1.3826634712836336,1.3299294112277866,0.8556235975225666,0.7992130924375107,1.1925137880789833,0.8175074214387066,0.8600387750077483,101.63951673989806,6
39,X,monitor_control,g,2,1986,semidetached,0.9869943330119322,1.2275617795832492,0.8927209620943808,1.4840012822914153,1.0582382171118534,0.8939443318997985,1.108743658947561,1.3825498000731944,1.2015839164855535,1.3818385311819004,0.8543657033982863,0.7580881628660903,1.3528022069947583,0.8612539937205624,0.7844382360484001,8.009415440912402,4
9,gal,missionplanning,g,1,1980,semidetached,1.0135852949463042,0.7227715783876183,1.1357180656804307,1.0945621467968618,1.4427794518767671,1.119810955763196,1.1632044727468234,1.3888607208468837,1.2346665400069003,1.1598268968527414,0.7033558063002352,0.9310919161971632,1.0414799798615026,0.6124070615726631,0.9065894229014575,77.74626951547224,5
82,hst,Avionics,f,2,1980,embedded,1.3872883064648898,0.9938651773759374,0.8850397615790501,1.0172839356013146,1.5925644118110247,1.1341790684275237,1.0408360729557928,1.3852513409206995,1.1716332703655423,1.3817248533625555,1.1466506724794536,0.5463602566992792,1.0631490410580755,1.02909252550382,1.0044087355249225,52.593872069335525,6
9,gal,missionplanning,g,1,1980,semidetached,0.7847613053781954,0.8607580224635176,0.9544421493677007,1.246426316178513,1.5119795409163594,0.8289575413433334,1.2616468481782939,1.3058397041573733,1.1479211429844445,1.373949202727888,0.9025244407111048,0.8651538877033227,1.1306114946857377,0.5868037178887504,0.8111118907987975,78.46826653916703,5
30,X,communications,g,2,1982,semidetached,1.3325838523051508,1.0333450934130264,0.778145727715588,1.0234578076937095,1.2453788637158363,0.9201084617271151,1.0345629595869188,1.3959326650997261,0.9385702209515545,1.3116517710811468,1.0823568817250595,1.137284610574369,1.0361130638786715,0.6207117494370554,0.9958971982979102,131.51833613803507,6
101,X,science,f,2,1983,embedded,1.2032053864842749,1.2945303607072711,1.5169569731142334,1.243960825676683,1.1843279835129765,0.945814559721611,1.0963301604012048,1.123457162428078,1.3171861838178054,1.074140494028451,0.7982302124272578,0.5619479740970356,0.6459434445308044,1.2536978236639837,1.127066769712882,2.988372800305367,3
65,Y,avionicsmonitoring,g,5,1979,embedded,1.2100455351406962,1.3687108069899798,1.390947838893485,1.0262555014970358,1.5797081300410312,0.9379206331600709,1.119987514829094,1.268178069377769,0.9398390638198452,1.0179341024211765,0.9803667713271682,1.1321585900380355,1.0192726472199125,0.8524136816983996,0.766885962718937,132.5420238695122,7
46,Y,avionicsmonitoring,g,5,1977,semidetached,0.7547153101736271,0.8066263167531682,1.4552632127210754,1.5127835797607765,1.1220580215975855,1.0396363010277745,0.9681552606693875,1.1648027013553275,0.838342044522292,1.2415466346922934,1.031864317886311,0.7344154143204011,1.0855855571401678,0.8755922716456975,0.8231420765767773,442.91330207449687,7
82,hst,Avionics,f,2,1980,embedded,1.3354016603915677,1.045605008842439,1.1826058747222503,1.300714023666951,1.570030414174909,1.072283571243764,0.7045915842828531,1.0461391808663405,1.1709687304392757,1.2869804193195535,1.093657890358943,0.9060406313358891,0.7716161627826374,1.3142039798268177,0.7593171743294889,53.52382056827747,6
77,Y,avionicsmonitoring,g,5,1978,semidetached,1.252679841448624,0.7188437570395337,1.3862315410869064,1.304883765227266,1.0269655325095146,0.8214364457693685,0.9732614895240104,1.2289685124327345,0.8604968452191573,1.2079063343851923,0.997017723722194,0.9082528213997958,1.2352564361246565,0.8603928482670504,0.9952564184395156,339.69070621199,7
14,gal,missionplanning,g,1,1980,semidetached,0.7514625428025589,1.2685226530387856,0.8211379802475124,1.1140202808647952,1.550292233086116,0.8990324412832589,0.9343258075867626,1.068111686258769,0.8319612660167072,1.1680494637485805,0.6325945424258084,0.9309797757001008,1.0810291190966215,0.8914364829713266,1.048075729925583,100.86831939347289,5
39,X,monitor_control,g,2,1986,semidetached,0.7380846680606215,1.0521344383086446,0.8535157290506201,1.5451823230554473,1.548250892641164,1.0870584777201764,0.9149124723753798,1.0299694664019954,0.8076165644363915,1.3495519998798908,0.8729677514451142,0.7511824515846137,0.6488469641622897,1.009085098014211,1.0638468521264797,7.615490577161954,3
59,slp,operatingsystem,g,6,1974,semidetached,0.9755700144558154,1.0440577723997189,0.9677906304330104,1.4126270962508716,1.0850557089336477,1.0967849275898889,0.951409570834201,1.0543458112121065,0.7191701263189011,1.2956206659694889,0.8435763260941465,0.5531328963635368,1.0599202889374064,1.3910988620104163,1.002314739651648,955.1136752722023,7
18,gal,missionplanning,g,1,1984,semidetached,0.7680902264941663,1.1323837297985437,0.9253978806766899,1.1986077889222868,1.6109493947222426,0.7097281342057489,0.9563028081882021,1.151121034746764,1.3972823052332624,1.2825768235696213,0.8136285006258825,0.5090140183086255,1.1259137225815445,0.8925530876862939,0.8069585064188551,304.0162073234977,6
19,gal,missionplanning,g,1,1983,semidetached,0.9883603048447543,0.8381105441800124,1.228602848437264,1.5072442150131078,1.6207186530556612,0.8847712860094015,1.274500953795728,1.0150662627821938,1.2509640617038573,1.315688740734437,0.7457868552500788,1.0392458095688009,0.7775799091759684,1.0900930621084692,0.7137834764859633,14.464495946903583,4
15,gal,missionplanning,g,1,1983,semidetached,1.3013357488209665,1.1995878559493363,1.1256343465597531,1.1156065353996052,1.181412628700361,1.0885517383717644,0.9224377758893102,1.2341130549809913,1.2126569151696893,1.3667704212056024,1.1027993698495582,0.934603131374069,1.2640509057812497,0.6252931373312423,1.0609991991435506,19.31156777845768,5
97,gal,Avionics,f,5,1982,embedded,0.7852863551075427,1.3231391879175005,1.4028485716017791,1.647900278690962,1.3993062998782075,1.1178828273068726,0.8806651212838768,1.0132403768405163,1.2016266775919218,1.0310327648683706,0.973204050922329,1.1462468933817949,0.7245306142420576,0.6209573144319512,0.9071382565360294,755.5601630029107,8
42,slp,launchprocessing,g,6,1975,semidetached,0.720698954852963,1.189161286787355,0.9194609278971195,1.171926790133457,1.343899335428512,1.1250778129506958,1.1436199856431317,1.166719616758726,1.20003296257285,1.2924520907219512,0.7768717366596815,0.9590762799328698,0.6882325065923189,0.5946286937539474,0.7223949565797575,301.4421131587096,6
59,slp,operatingsystem,g,6,1974,semidetached,1.2833650625739508,0.8266412083477657,1.2384985982057737,1.3949739243223886,1.1856871018385058,1.0482996728069398,0.8670577134830104,1.2249730322083918,1.3420556382814168,1.1269067132262593,1.0991715555526005,0.9730246210609792,1.3407187732250079,0.7136319239350242,1.0909357400883808,937.840488229684,9
62,Y,utility,g,5,1979,embedded,0.8945326974595155,1.159473679465142,1.5680054674720618,1.4898835024781443,1.2590842983357633,0.8056703970211652,1.1408717553014327,1.34366618241168,1.0158308267363423,1.001809723553231,0.7317649326127001,0.949696410084633,0.5896480709981325,1.1445218087601583,1.0450161967903142,276.1586253350053,7
49,Y,missionplanning,g,5,1980,semidetached,0.9630692077387808,0.8364069945227031,1.2872303728880428,1.3568783249800043,1.0652762769607131,0.7810072887779436,1.221345091850207,1.1743496141434415,0.8174513241677901,1.191794547624218,0.787867925051587,1.130000463714937,1.1539848531132029,1.05599168998156,0.8465548428682371,21.686488131516917,4
70,Y,avionicsmonitoring,g,5,1979,semidetached,1.0024653198035836,1.1657212273319395,1.2487168933185577,1.4776731190034367,1.0483752667445014,1.0962084506124457,1.275665196018966,1.0514744073869562,0.8194245334337937,1.3420009929707737,0.8451718304916505,0.504664134634815,0.9701022031182515,1.258001257877864,0.8347397793566893,147.20803503557246,6
46,Y,avionicsmonitoring,g,5,1977,semidetached,0.9087495970683395,1.2201821257046062,1.3091504481264833,1.022437107251366,1.346727383194513,1.0244634774162815,1.3723494291204155,1.2444353385280031,0.9763118020881231,1.1431141325219187,0.9041388412786606,0.5990739996272536,0.6733225988534857,0.7280467880406069,0.8432453988856582,408.7003354659028,6
84,spl,Avionics,f,3,1977,embedded,0.7311199930909794,0.8428574420688513,1.5357080426179597,1.4287912491877461,1.3380883655539204,0.8461369624355402,1.199507825427215,1.2614557325750784,0.9303083641678883,1.2485691184163628,1.0575472648761592,0.9666578891476432,1.17400189131398,0.8169375619902797,0.7268035732379017,42.50044882746943,5
70,Y,avionicsmonitoring,g,5,1979,semidetached,1.3728528528674375,1.0676482444508129,0.9055052478842507,1.2952442364790535,1.6275520465974955,0.7791462973544234,0.8888063503796196,1.0138631286867568,1.3587927272299858,1.3614916988305812,0.7299143446641861,0.9179090515985611,1.1499709204707682,1.2711020271423874,0.7715747103508094,156.16489569212848,7
73,Y,avionicsmonitoring,g,5,1979,semidetached,1.0874450194068712,1.1229483331966166,1.2402532850513721,1.2298607156276036,1.1094795119825647,1.1320688186826697,0.9219306377694307,1.211508390343194,0.9885018827136425,1.110818752656229,1.0722272258983985,0.7328609253072624,0.8194684187978918,0.9830458823362657,0.717880476465585,88.75094244852701,5
33,X,missionplanning,g,2,1985,semidetached,1.179980488926121,1.3816198499144905,1.3322700992130159,1.448465986293621,1.5962514134344605,1.115293516286509,0.894877630642227,1.0423293245452445,0.836799231128251,1.3194449474088705,1.099307296665467,0.9739472230339721,1.3028907842025181,1.0159445965958263,0.8589075843864528,53.065412784925535,7
47,Y,missionplanning,g,5,1977,semidetached,0.7915457489439044,1.3781335976657585,0.915296626208623,1.1650246715704262,1.1188891514341297,0.9041676163510054,1.2988850963080099,1.0141211012525362,0.9290964920824305,1.3954231105091803,1.0012202727266715,0.9820065012567343,0.9531079095487758,1.3265031479914358,0.8115768852239623,195.82150585958502,7
42,slp,launchprocessing,g,6,1975,semidetached,0.8094051778920865,1.0378032672446935,1.3223927215124114,1.2359289617248612,1.5633821774619547,0.7597194088144069,1.3957801022824234,1.1166027486620682,0.7677189448022114,1.2630971044444523,0.6164142384623411,0.5961838676361209,0.7866326291559331,1.0571764053675232,1.0545277769555974,298.54634991344204,6
26,X,monitor_control,g,2,1986,semidetached,0.9403254335959162,1.238308960154594,0.8953018211241452,1.232380035593276,1.5564019869041843,0.7096983364955693,0.7681218035487978,1.0226331102008648,0.7740741869659937,1.3239269403926746,0.664419058748405,0.7809709126183786,1.0364324457435043,0.8170696665996227,1.022169667200227,9.762876805273812,3
45,Y,avionicsmonitoring,g,5,1982,semidetached,1.2243883079006945,1.021352762293372,1.3195569266579104,1.2677808877850028,1.0145292305662432,0.9865707420408787,1.1908588236996844,1.2307855092225994,1.370515997196109,1.0498744443425276,0.5706075069073981,0.874203349209139,1.2277902514361545,1.1008154222699722,0.8835749258671619,80.755496999687,6
74,Y,avionicsmonitoring,g,5,1982,semidetached,1.106724244183732,0.9100449338563952,1.1063555177590145,1.6252436319359043,1.0422203493587887,0.894136888137276,0.9166643526580625,1.2367517994052402,1.0780606275905165,1.1756024261670133,1.0232666822578569,0.7207554364280119,0.9214006969885434,0.6384875694816499,1.0073779743966307,19.409729940259993,4
75,Y,avionicsmonitoring,g,5,1978,semidetached,0.8374789001245453,1.3579767292118778,0.807495825488457,1.4948039355154479,1.336125325627017,0.8612237085787036,1.07077627940076,1.3696812780842007,0.7453604799779999,1.3992116531228997,0.6584103053416119,0.5902018593252821,1.3894547157069659,0.6970586109444423,0.9022607857990157,113.69677681546486,5
66,Y,avionicsmonitoring,g,5,1977,embedded,0.8784553527463281,0.8916877526669563,1.052876233611446,1.1415244510796385,1.0163072099522037,0.8719916661373739,1.017970390446802,1.0912589825683365,1.022933370263953,1.1619004034920262,0.6001646754256595,0.6009658728647406,0.5552713965824304,0.7891887682453604,0.8798310349751879,148.10864284990157,4
78,Y,operatingsystem,g,5,1979,semidetached,0.799282631774894,1.0644545698499968,1.3234148900353389,1.5516516143603676,1.0433947737790539,1.0315931803141474,1.396671697173196,1.2631518386855363,0.7020621366227392,1.2245789852178004,0.5816794301887283,1.061342408126476,1.2328264346120983,0.8163121293868965,0.7761589466800356,172.67637219601534,6
91,Y,Avionics,f,5,1977,embedded,1.1621074422078335,1.0928943673320686,0.9915983935858652,1.1070940923382657,1.33681406945812,0.9450260255941083,1.212027845083851,1.1800809619059351,0.7690957507916514,1.0766585753692577,1.1149492246504153,0.9015887397339306,1.1466774651974991,0.6571501348398003,0.9163640006823974,172.5492471367054,6
5,de,avionicsmonitoring,g,2,1979,semidetached,0.8752510659519298,1.0327790891162252,1.6102916829581715,1.6273399861312108,1.2743121906520645,1.0527153415902248,0.760256314678444,1.1110516173191665,1.3293481478047195,1.1913518614446021,0.9243777947983107,0.9960470463240093,0.8724787541596869,1.3562884882239703,0.8772959745384,100.32877436776563,7
75,Y,avionicsmonitoring,g,5,1978,semidetached,0.8103472488085384,1.3078693153238596,0.9597984854194277,1.5073937989783213,1.4577473578008329,0.9140630975286143,0.7602286661890088,1.2289625616281905,1.0561683868172382,1.0388491707100127,1.0566608079887856,0.895308624525084,1.0774500006295489,1.1077923296020071,0.7318630148642629,112.95929728064536,6
37,X,monitor_control,g,2,1986,semidetached,1.0240409358295364,0.9929942977559623,1.0123186589825053,1.523671711368828,1.2862408034828916,0.9288949831637089,0.7248455471520543,1.0478916387117008,1.2984866908556665,1.3882292057821242,0.58207840220127,0.9423755239579337,1.1436385358865024,0.6887504772278124,0.8819454186791424,13.1385797505713,3
54,Y,missionplanning,g,5,1979,semidetached,0.9731308598061049,0.8671222157067349,1.1185253971642903,1.3733902404709422,1.4645864187116189,0.8960834616209521,0.9245973982069265,1.063768998731095,1.2537657869511543,1.1418081326903693,1.1372416107115433,0.7380078906758241,1.132925627772167,1.067737429525574,0.7789869245160727,215.36995354608948,7
22,X,avionicsmonitoring,g,2,1985,semidetached,0.8124505050014028,1.0848358135282046,1.4236997404902199,1.0073626213328863,1.5190772604597536,0.853741731519141,1.3820701977259677,1.2354242007378762,0.9875391624687483,1.0774185241293623,0.6956623355816117,0.7197301614411568,1.2188289660511482,1.2206259004878461,0.7903463588346094,676.9377423757217,8
11,gal,missionplanning,g,1,1984,semidetached,1.1274952786088241,0.7154076672112952,1.5598677823317852,1.4289667172143867,1.436085048236499,1.0270417018725488,1.0093126131765455,1.1534855048907007,0.9056998007748528,1.0627218049619382,0.5070240082572518,0.6573935311206602,0.7757659215780008,0.9944521579283137,0.8989376143129505,6.273061037840557,2
69,Y,avionicsmonitoring,g,5,1978,semidetached,1.170942069612779,0.9270342595442376,0.8904588015253814,1.6107453720985108,1.2367930131176823,1.0953001857881308,0.7803919406841823,1.2393179072328402,0.9934368495596386,1.1264239187766725,0.8498410633249749,0.7374792790743905,0.8482215545731557,0.6996017053495447,0.9666370766622157,147.59067155847083,5
6,de,avionicsmonitoring,g,2,1979,semidetached,0.981429685061171,0.8164177887690314,1.3856927711516667,1.0254358395341023,1.0258890076263079,0.9782270283463254,0.7287531026456846,1.2424154047934315,1.206659129116006,1.2348367470070174,1.1393426175337342,0.9548329680219554,0.8404729266515942,1.2997291107841389,1.0507203037228745,22.494779263619606,5
11,gal,missionplanning,g,1,1984,semidetached,1.3707252829038992,1.0430974357925817,0.8876582685896235,1.5778249207568074,1.5821617772194396,1.0877709835463714,1.1597199883964897,1.1438295499389293,0.8551475171851187,1.116590010706942,0.5190172772866494,0.6561361188811018,0.6412957399883111,0.6360505962440549,1.1413246514995645,5.700522318144158,2
1,de,avionicsmonitoring,g,2,1979,semidetached,1.3555192969786918,0.8772954505703725,1.6338149250765686,1.1200769775794797,1.4907895685985075,1.0331650788736289,1.304631844669161,1.2288974572771834,1.3021182386347694,1.2525228935823038,0.7712972419324259,0.5533912125511867,0.6717290608406925,1.0591799786336198,0.9354268936463039,257.18356621573724,7
11,gal,missionplanning,g,1,1984,semidetached,0.7234612621754666,0.8823944190864499,1.5484908628190377,1.0357619853516487,1.4513454686690965,1.1216901465802311,1.0230753582659367,1.1303377900793803,0.7611316009360588,1.032430153062077,0.9147331162672936,1.0029245240197047,1.1295391141461142,0.9156905408990323,0.9381398776284923,5.8330184360069,3
35,X,avionicsmonitoring,g,2,1987,semidetached,1.0416072290866072,1.0751567503896298,1.305969777645761,1.1017784241597373,1.4832682808632471,0.9699617948855236,1.080279290960349,1.3397359204689596,1.3879421763167592,1.1136952765389445,0.7593596802846392,1.0154401720328505,0.7301055902293265,1.1728885210643636,0.9629407304525772,13.405185604340373,5
9,gal,missionplanning,g,1,1980,semidetached,1.2394882908225786,1.2398873120321676,1.2002007465281783,1.007808571699176,1.2034257549763727,0.7248356520460357,0.9513828087299062,1.336532235197769,0.8908366657182869,1.3285455772225685,0.8444146144227693,0.8853184929561555,1.3328023626236964,0.9327911271676195,0.7427205246578092,71.77735367610656,5
56,spl,datacapture,g,2,1979,semidetached,1.3157775585129428,0.9380714277677861,0.7949643454089539,1.2613488391237326,1.341086859322502,0.7582881640513162,0.9621200408577965,1.2421556478358884,0.8330295012690577,1.033597330927956,0.7649777547388761,0.661272440579227,1.2737605005187183,1.2268662895902063,1.13052691680597,223.78511906036766,6
24,X,monitor_control,g,2,1986,semidetached,0.8177494397441327,1.0844405724394466,1.56193583708668,1.1015043403629723,1.3123347174256677,1.1332392127300457,1.3309139572563513,1.3512879168114993,1.1475137665750272,1.210351207715838,0.6524412885862503,0.9184216763302007,1.2138769029216165,0.9559519537643253,0.8661754740028338,14.28705680442376,5
61,Y,operatingsystem,g,5,1976,embedded,1.2081450550583086,1.1157665084463098,1.1173913153166535,1.0752843183596958,1.535512629540663,0.9591729822567934,1.1738871672295113,1.1972417459051545,1.2700862726818736,1.1335023824053019,0.9696945974055609,0.8749099630527863,0.923262353165164,1.091180607817586,0.9362200842404147,68.27581930190165,6
70,Y,avionicsmonitoring,g,5,1979,semidetached,0.8054908053374443,1.0093969596360617,1.0714788179586157,1.4731496977374035,1.243401436946789,1.0869738759955012,0.8480775548689529,1.2251131762553167,1.3614739396703495,1.0669354660694548,1.047810492964256,0.7095592178294144,1.391211933727296,1.1965772945929245,1.077190187280662,149.3750402627044,7
7,de,avionicsmonitoring,g,2,1979,semidetached,1.3774591475534086,1.3207777889856964,1.4114293557686437,1.340363351672851,1.2243808319226306,0.7359931443030637,0.9706830068069341,1.0803006804530417,0.8954670716853884,1.361946806387985,0.7699909647935944,0.6820903972458869,1.368120132646742,0.7276892876647867,1.1486446370819023,33.66839331217827,5
25,X,monitor_control,g,2,1986,semidetached,0.9750612532567553,0.8477545375999782,1.5043647376012204,1.3824978332562299,1.642625628311229,1.0217601144425639,0.954301949223199,1.153257246684688,1.1480776774364985,1.394717857805018,1.0391415779870221,1.0925742011062547,0.6038644468864284,1.3253583327004397,0.8507152701896618,39.23617444794872,6
32,X,datacapture,g,2,1982,semidetached,1.3747102569342438,1.0596605293282295,1.3326397381291613,1.065477079881059,1.4243879211986767,1.1000560151215484,1.1790430097177955,1.2512275447538228,1.0510501351680266,1.3133775446123728,1.137143651470478,0.6148161086303325,0.9398051251140154,1.0523621828134069,1.0645869204107623,339.00418472301686,8
75,Y,avionicsmonitoring,g,5,1978,semidetached,1.1785199034558413,0.849841485430566,1.062247699094138,1.52142254476897,1.5928377000759375,1.1391837593939944,1.1154232098412609,1.399058902893707,0.9908456652433616,1.256717379533372,0.5934596297212967,0.5929847523450655,0.578447309023937,1.0437476746367218,0.7775463027732753,111.04502799380596,5
77,Y,avionicsmonitoring,g,5,1978,semidetached,0.7222384667524647,1.3633002097245903,1.1653503408968238,1.2277559274957446,1.633435387731363,0.8803584558646458,0.9253638990530705,1.2393079377626797,1.3148242138440347,1.1307692874070578,1.0678971748634476,1.085848033107533,1.2016468373662506,0.8822422418306509,1.1359111034215943,364.673058427066,8
64,Y,avionicsmonitoring,g,5,1980,organic,1.0364797902206944,1.2735715679536044,1.3738903826562763,1.5620380711164552,1.2630716836750957,1.1332491855255789,1.1256418790945766,1.071933774440603,1.1171655233689317,1.0988516099442494,1.030231338183755,0.6739541937284772,0.5140446001696951,1.2580134198063258,1.0055253092490637,39.04744045056755,5
32,X,datacapture,g,2,1982,semidetached,1.0752031812956686,0.8988764528331461,1.5747662319659894,1.5482224541513103,1.1827702857751132,1.0474059587259108,0.8187758317233249,1.2350789833358682,1.1495815721698297,1.2082133919576694,0.784215564014745,0.8674352942839525,0.5048565345934963,1.1684828180645006,0.8403266390121938,351.87097467893534,7
12,gal,missionplanning,g,1,1980,semidetached,0.8414252206364938,1.2764344212276706,1.5976382397607998,1.5216594102442942,1.593323545930724,0.9668037201328792,0.7068311161849443,1.3426509671823985,1.045401710721602,1.360090820205355,0.6940319340452474,0.9647338960750593,1.252479746216712,0.6675846693501013,1.146416881278676,95.37460068934226,6
7,de,avionicsmonitoring,g,2,1979,semidetached,0.7788390015314605,1.009493390730809,1.5174745608734708,1.5969314131105428,1.5086304193381421,0.700168491084056,1.3606916399139988,1.2523223121252105,1.3078951250009705,1.283314534074027,0.5955896685460602,0.6302081951644901,0.5681705803340726,1.371530416677265,1.0638603537940594,35.76904857858895,5
37,X,monitor_control,g,2,1986,semidetached,1.36655142317125,1.3624658995089403,1.1791413501083197,1.5555431110063667,1.4441739314845732,1.0988910531145408,1.23283068520667,1.3047542243238273,1.1148855252597578,1.3005250659910967,1.0156823658373817,0.5552433731854856,1.158668807258329,0.7746643315461059,0.9006502311497003,13.141934574182862,5
65,Y,avionicsmonitoring,g,5,1979,embedded,1.2151035886099097,1.1301656663007498,1.3510336506748302,1.3086416224289037,1.1365740233687431,0.9793672914657114,0.9090411446707907,1.1600732366555653,0.930243727866201,1.2933114483741914,0.7252405420729118,0.5789041218447698,0.729712613465175,0.8731890076224965,1.0450543489862603,131.2459679194706,6
54,Y,missionplanning,g,5,1979,semidetached,0.9927771621250157,0.8089239428237003,1.6277109913692902,1.0469739341947368,1.5784335258973372,0.9973207311905469,1.0044974421762811,1.1194798288267547,0.8443259025425184,1.393721474276642,0.9341596372160386,0.7022518246763421,1.1637903465192263,0.9152240970259374,0.8547681671034604,216.73001669941357,7
59,slp,operatingsystem,g,6,1974,semidetached,0.8299863118033488,1.2409225972458087,1.2502799462973582,1.3232782818888866,1.053195532728543,1.0153275026607647,1.1811815396999636,1.3185051900180205,1.3655686493594985,1.0592063331438286,0.7396374698357295,1.1265843081509974,0.5201976214406174,0.6148897328083737,1.0040936760447798,944.0607478181498,7
11,gal,missionplanning,g,1,1984,semidetached,0.8240928884925306,0.8554546081908843,0.9156771255214351,1.1775733053277868,1.589214894292558,0.9354311176371585,1.0569230266275635,1.330736116543381,0.7374761298612927,1.105775765651326,0.8195901432131201,1.123887739174969,0.8180709140147568,1.2320196659307874,0.7796032026861863,5.84443114936171,3
15,gal,missionplanning,g,1,1983,semidetached,0.8192996402831717,1.1158524159800536,1.0142871286111643,1.2940015504190423,1.5150962463254467,1.1171580614025374,0.8606764823161409,1.0972892165001826,1.3077601831840684,1.3716106772664114,0.8152150278564225,0.9340160796217875,0.8411103487643538,0.6697897331085374,1.0941816441957468,20.361304975288547,4
51,Y,simulation,g,5,1984,semidetached,1.2222364520057076,0.8820804020953104,1.568010740573768,1.0434887401877013,1.164576245030063,1.14824217491107,1.1039749614676069,1.3478523017496578,1.2229305276589038,1.2679011362675578,0.5037764663357287,0.7190013088705828,0.5246969133462703,0.6728575681184166,0.8785730056988879,108.38512677912641,5
93,Y,Avionics,f,5,1977,embedded,1.1601001750298319,0.7746336490561077,1.2756333355403897,1.0490311742995366,1.3489360769825245,0.720892950693767,0.8378104167758444,1.1214531927427185,1.116504766706857,1.0730187832651596,0.6183615494712632,0.5430009249301574,0.931158859265893,0.8064351221365691,0.7113662123242798,68.95651762788165,4
67,Y,avionicsmonitoring,g,5,1976,embedded,1.235007357871371,1.0354417486577379,0.9336006155979425,1.1162462399273827,1.640055741530686,1.003122344179409,1.3977816523241606,1.1392414567053022,1.0333240154580483,1.2767108609042144,0.8108690137361716,0.7216387412091425,1.3081203499759495,0.8782838520880616,1.0958227423967302,337.46697437861764,8
