ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort,
8400,174,105,83,0,0,5,98,35,60,17.7,16,17.7,16,2,0,17,4384,3653,
8401,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
8402,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,1,0,8,3314,2762,
8403,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,1,0,2,-285,-237,
8404,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,1,0,9,225,187,
8405,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,1,0,4,1030,858,
8406,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,1,0,3,241,201,
8407,151,22,0,68,47,0,32,105,0,14.5,16,17.5,19.3,1,0,3,2674,2228,
8408,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7,5277,4398,
8409,151,22,0,68,47,0,32,105,0,14.5,16,17.5,19.3,1,0,3,2674,2228,
8410,236,102,84,52,0,0,238,0,0,2.5,2.5,2.8,2.8,1,0,10,1930,1608,
8411,335,83,71,71,111,17,353,0,0,75.8,72,75.8,72,4,0,12,17223,14352,
8412,971,345,42,249,150,10,796,0,0,5,6.1,6,7.4,1,0,14,8801,7334,
8413,264,126,7,50,84,0,267,0,0,2.1,2,2.1,2,1,0,6,598,499,
8414,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,1,0,8,2001,1667,
8415,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,33445,27871,
8416,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,2,0,19,5088,4240,
8417,139,25,19,6,29,60,139,0,0,7,7,7,7,2,0,7,2269,1891,
8418,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,2,0,8,4886,4072,
8419,264,126,7,50,84,0,267,0,0,2.1,2,2.1,2,1,0,6,598,499,
8420,331,100,44,61,107,0,312,0,0,1,1.1,1.2,1.3,1,0,2,595,496,
8421,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
8422,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,1,0,6,1550,1292,
8423,76,21,51,3,0,0,63,12,0,7.5,7.6,9,9.1,1,0,5,722,602,
8424,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,2,0,12,5512,4594,
8425,253,72,0,107,29,44,252,0,0,46.3,46.3,49.8,49.8,1,0,13,11599,9666,
8426,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,1,0,42,9829,8191,
8427,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,1,0,13,4540,3783,
8428,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,670,558,
8429,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,1,0,15,9142,7618,
8430,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,1,0,8,3314,2762,
8431,245,42,179,24,42,15,302,0,0,3.6,3,3.6,3,2,0,7,2233,1861,
8432,222,20,5,93,73,0,47,144,0,11,12.8,13.3,15.5,1,0,4,2686,2239,
8433,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,1,0,3,145,121,
8434,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,1,0,11,9655,8045,
8435,183,60,21,29,71,0,181,0,0,8.3,8.4,10,10.1,1,0,6,1351,1126,
8436,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,1,0,8,8112,6760,
8437,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,1,0,7,934,779,
8438,127,56,14,10,39,0,25,94,0,13.1,14,15.8,16.9,1,0,7,1821,1517,
8439,229,88,5,0,17,131,241,0,0,11,10.5,12.7,12,2,0,5,3628,3023,
8440,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5,1,0,4,729,607,
8441,3156,2075,525,97,0,0,28,12,2657,2.9,3.4,3.5,4.1,1,0,6,10713,8928,
8442,1382,353,245,7,581,253,1439,0,0,2.4,2.3,2.4,2.3,4,0,8,8693,7244,
8443,363,168,10,92,77,5,0,352,0,0.3,0.3,0.4,0.4,1,0,10,-54,-45,
8444,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,1,0,7,2306,1922,
8445,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,1,0,15.5,12772,10643,
8446,335,83,71,71,111,17,353,0,0,75.8,72,75.8,72,4,0,12,17223,14352,
8447,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
8448,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,2,0,11,8232,6860,
8449,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,2,0,12,3969,3307,
8450,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,3,0,15,6061,5051,
8451,78,7,34,6,21,0,22,46,0,7.7,8.8,8.8,10.1,2,0,3,1189,991,
8452,204,47,43,6,29,104,229,0,0,39.8,35.4,39.8,35.4,1,0,36,11113,9260,
8453,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,1,0,8,4236,3530,
8454,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7,5277,4398,
8455,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,1,0,5,4660,3883,
8456,134,42,11,32,35,14,134,0,0,2.1,2.1,2.6,2.6,1,0,8,536,447,
8457,3088,1061,1009,772,241,5,544,2544,0,1.4,1.4,1.4,1.4,1,0,8,13654,11378,
8458,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,1,0,10,6271,5226,
8459,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,1,0,11,1275,1062,
8460,52,39,7,0,0,0,0,46,0,64.8,73.3,78.1,88.3,1,0,7,14660,12217,
8461,134,43,0,77,36,0,156,0,0,9.1,7.8,10.9,9.4,1,0,5,1331,1109,
8462,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,1,0,7,3741,3118,
8463,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,1,0,9,5875,4896,
8464,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,1,0,3,191,159,
8465,9,0,10,0,0,0,5,5,0,26.6,23.9,26.6,23.9,1,0,2,2809,2341,
8466,65,0,64,0,0,0,54,10,0,7.7,7.9,9.3,9.5,1,0,2,452,377,
8467,156,21,38,39,7,41,146,0,0,13.1,14,15.8,16.8,1,0,4,3357,2797,
8468,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8,3903,3252,
8469,17518,9404,1221,0,2955,0,13580,0,0,3.1,4,3.1,4,1,0,14,70692,58910,
8470,58,15,37,0,0,5,0,57,0,0.4,0.5,0.5,0.5,1,0,2,-1390,-1158,
8471,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,4,0,11,3101,2584,
8472,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,1,0,14,9017,7514,
8473,44,14,0,16,17,5,49,3,0,8.6,7.3,8.6,7.3,4,0,2,1552,1293,
8474,139,25,19,6,29,60,139,0,0,7,7,7,7,2,0,7,2269,1891,
8475,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,3,0,5,2217,1848,
8476,283,20,125,39,91,17,292,0,0,20,19.3,20,19.3,1,0,13,5594,4661,
8477,110,30,66,0,7,0,18,85,0,12.4,13.2,12.4,13.2,1,0,2,1380,1150,
8478,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,1,0,3,1123,936,
8479,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,1,0,4,620,516,
8480,391,208,26,81,25,0,38,302,0,1.7,2,2.1,2.4,1,0,7,526,438,
8481,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7,5277,4398,
8482,163,49,14,33,49,10,155,0,0,16.5,17.3,19.8,20.9,1,0,11,4052,3377,
8483,25,0,28,0,0,0,0,28,0,5.6,5,5.6,5,1,0,3,-505,-421,
8484,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4,2956,2464,
8485,56,50,0,3,0,0,0,53,0,8,8.5,9.6,10.2,1,0,2,29,24,
8486,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,4,0,8,8696,7247,
8487,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,1,0,6,6884,5736,
8488,331,84,0,12,0,284,156,96,128,3.7,3.3,3.7,3.3,2,0,5,4234,3528,
8489,330,179,26,64,110,0,379,0,0,3.2,2.8,3.2,2.8,1,0,10,1505,1254,
8490,61,27,4,24,17,0,72,0,0,6.8,5.8,8.2,7,1,0,4,-59,-49,
8491,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,1,0,9,4409,3674,
8492,77,30,0,20,22,0,7,65,0,27.4,29.3,33,35.3,1,0,4,4679,3899,
8493,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,1,0,10,2985,2487,
8494,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,1,0,12,5332,4444,
8495,1463,780,119,223,371,0,1493,0,0,24.6,24.1,24.6,24.1,4,0,23,14759,12300,
8496,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,2,0,12,3969,3307,
8497,1416,402,432,0,252,65,376,775,0,1.2,1.5,1.2,1.5,2,0,12,4617,3847,
8498,286,94,36,44,38,55,267,0,0,6,6.5,6,6.5,1,0,6,2760,2300,
8499,100,24,76,3,7,0,40,70,0,14.3,13,14.3,13,1,0,15,2712,2260,
8500,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,1,0,10,4677,3898,
8501,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,1,0,5,3106,2588,
8502,73,43,10,4,15,0,6,66,0,16.6,16.8,20,20.3,1,0,3,1659,1383,
8503,218,28,118,44,0,10,91,109,0,31,33.8,37.4,40.8,1,0,8,7867,6556,
8504,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12,13422,11185,
8505,3156,2075,525,97,0,0,28,12,2657,2.9,3.4,3.5,4.1,1,0,6,10713,8928,
8506,264,85,17,26,133,0,157,98,6,10,10.1,12,12.2,1,0,6,1141,951,
8507,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,2,0,13,3253,2710,
8508,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,2,0,11,8232,6860,
8509,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,5670,4725,
8510,466,164,212,12,66,7,461,0,0,3.7,3.7,4.4,4.5,1,0,10,3089,2574,
8511,374,170,4,88,126,10,398,0,0,0.8,0.8,1,0.9,1,0,2,703,586,
8512,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,2,0,14,10799,8999,
8513,253,72,0,107,29,44,252,0,0,46.3,46.3,49.8,49.8,1,0,13,11599,9666,
8514,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,1,0,2.5,42,35,
8515,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,1,0,2,-229,-191,
8516,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,4,0,11,3101,2584,
8517,141,44,33,44,17,0,5,133,0,8.8,9,10.6,10.9,1,0,2,718,598,
8518,190,98,20,16,63,5,160,42,0,6.2,5.8,6.2,5.8,1,0,10,970,808,
8519,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,2,0,8,1776,1480,
8520,151,22,0,68,47,0,32,105,0,14.5,16,17.5,19.3,1,0,3,2674,2228,
8521,194,70,16,0,45,47,46,132,0,2.6,2.8,3.6,3.9,1,0,12,698,582,
8522,175,65,31,22,38,0,141,15,0,19.6,22,23.6,26.5,1,0,10,4962,4135,
8523,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,2,0,11,5121,4267,
8524,1984,255,1008,192,158,0,1613,0,0,1.3,1.6,1.3,1.6,2,0,11,17277,14398,
8525,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6,4416,3680,
8526,289,3,100,0,66,145,314,0,0,19.8,18.3,19.8,18.3,2,0,8,6378,5315,
8527,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,1,0,6,2331,1942,
8528,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,2,0,6,730,608,
8529,187,23,65,17,91,5,201,0,0,3,2.8,3.6,3.4,1,0,6,325,271,
8530,3113,2019,609,248,157,80,3113,0,0,10.9,10.9,13.5,13.5,1,0,24,22138,18448,
8531,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5,2935,2446,
8532,3471,1327,257,534,995,42,3155,0,0,2.2,2.4,2.2,2.4,4,0,17,21808,18173,
8533,545,116,226,131,72,0,79,466,0,16,16,16,16,1,0,11,5074,4228,
8534,2067,1056,658,45,303,5,1510,557,0,5,5,5,5,2,0,21,10065,8388,
8535,264,85,17,26,133,0,157,98,6,10,10.1,12,12.2,1,0,6,1141,951,
8536,226,88,70,19,28,0,92,106,7,11.1,12.2,11.1,12.2,1,0,10,2695,2246,
8537,127,61,0,20,44,0,13,98,14,12.4,12.6,15,15.2,1,0,4,976,814,
8538,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6,4416,3680,
8539,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,1,0,4,-349,-291,
8540,51,12,27,0,0,7,7,39,0,6.6,7.3,6.6,7.3,1,0,3,241,201,
8541,494,134,62,140,91,67,494,0,0,17.6,17.6,17.6,17.6,1,0,21,8888,7406,
8542,31,10,14,0,7,0,4,27,0,7.6,7.6,7.6,7.6,1,0,6,336,280,
8543,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,2,0,24,6399,5332,
8544,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1,0,1.5,-1038,-865,
8545,2529,554,513,66,703,220,2056,0,0,2.1,2.6,2.1,2.6,2,0,13,15760,13133,
8546,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,2,0,1,-787,-656,
8547,391,208,26,81,25,0,38,302,0,1.7,2,2.1,2.4,1,0,7,526,438,
8548,412,198,14,99,91,10,412,0,0,14.2,14.2,14.2,14.2,1,0,20,6063,5052,
8549,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,1,0,10,603,502,
8550,213,72,43,3,84,30,132,97,3,6,5.5,6,5.5,2,0,12,1616,1347,
8551,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,1,0,8,4284,3570,
8552,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,1,0,3,1326,1105,
8553,412,198,14,99,91,10,412,0,0,14.2,14.2,14.2,14.2,1,0,20,6063,5052,
8554,115,49,39,0,15,0,53,50,0,12.9,14.4,15.5,17.3,1,0,5,2118,1765,
8555,155,120,34,0,0,0,47,107,0,3.1,3.1,3.8,3.8,1,0,10,39,33,
8556,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,1,0,37,41047,34205,
8557,335,83,71,71,111,17,353,0,0,75.8,72,75.8,72,4,0,12,17223,14352,
8558,106,6,33,19,0,55,113,0,0,10.6,10,12.8,12,1,0,7,2255,1879,
8559,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5,1167,973,
8560,3113,2019,609,248,157,80,3113,0,0,10.9,10.9,13.5,13.5,1,0,24,22138,18448,
8561,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,1,0,2,1597,1331,
8562,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13,8110,6759,
8563,264,85,17,26,133,0,157,98,6,10,10.1,12,12.2,1,0,6,1141,951,
8564,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,2,0,3,3781,3150,
8565,59,36,21,0,0,0,6,51,0,11.3,11.7,13.6,14.1,1,0,8,1416,1180,
8566,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15,9820,8183,
8567,856,349,194,74,84,155,856,0,0,3,3,3,3,2,0,12,7897,6581,
8568,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,1,0,10,2857,2381,
8569,1285,685,67,133,620,7,1512,0,0,0.9,0.8,0.9,0.8,1,0,16.5,4074,3395,
8570,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,1,0,6,1857,1547,
8571,1222,503,333,173,150,5,1164,0,0,4.7,5,4.7,5,1,0,20,10225,8521,
8572,73,15,32,0,28,5,80,0,0,28.1,25.7,33.9,30.9,1,0,8,3609,3008,
8573,61,27,4,24,17,0,72,0,0,6.8,5.8,8.2,7,1,0,4,-59,-49,
8574,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11,1,0,4,1031,859,
8575,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4,0,4,1314,1095,
8576,137,54,42,30,7,0,97,36,0,2.9,3,2.9,3,1,0,3,77,64,
8577,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,2,0,1,-787,-656,
8578,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,1,0,5,4660,3883,
8579,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11,8491,7076,
8580,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,2,0,13,2361,1968,
8581,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,1,0,5,7516,6264,
8582,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,1,0,13,3303,2753,
8583,68,21,12,19,15,0,11,56,0,37.1,37.6,44.7,45.3,1,0,4,5978,4982,
8584,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,1,0,11,1275,1062,
8585,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,1,0,4,620,516,
8586,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,3,0,35,20825,17354,
8587,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1,0,1,92,77,
8588,2087,862,444,303,437,0,2046,0,0,10.8,11,10.8,11,4,0,9,16146,13455,
8589,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,2,0,3,424,353,
8590,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,1,0,8,2001,1667,
8591,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,1,0,2,-229,-191,
8592,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,1,0,13,5482,4568,
8593,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,2,0,3,-48,-40,
8594,204,47,43,6,29,104,229,0,0,39.8,35.4,39.8,35.4,1,0,36,11113,9260,
8595,1092,356,84,170,669,21,1300,0,0,4,3.4,4.9,4.1,1,0,13,4029,3358,
8596,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,2,0,19,4097,3415,
8597,67,3,26,0,7,35,71,0,0,23.6,22.3,27.2,25.6,2,0,5,3972,3310,
8598,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,1,0,5,7516,6264,
8599,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11,5364,4470,
8600,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5,1167,973,
8601,253,72,0,107,29,44,252,0,0,46.3,46.3,49.8,49.8,1,0,13,11599,9666,
8602,88,18,20,0,43,0,36,45,0,1.5,1.6,1.8,1.9,1,0,7,-710,-591,
8603,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,1,0,16,16807,14005,
8604,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,1,0,3,1326,1105,
8605,104,30,7,48,15,0,0,100,0,22.3,23.2,26.9,28,1,0,5,3816,3180,
8606,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,6825,5687,
8607,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
8608,406,18,374,27,0,0,21,398,0,5.2,5,5.2,5,2,0,19,3834,3195,
8609,104,30,7,48,15,0,0,100,0,22.3,23.2,26.9,28,1,0,5,3816,3180,
8610,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2,0,2,-240,-200,
8611,263,65,45,101,42,10,176,87,0,3.5,3.5,3.5,3.5,1,0,3,1424,1187,
8612,288,18,186,21,15,60,300,0,0,4.3,4.2,4.3,4.2,2,0,11,4030,3358,
8613,77,28,0,42,0,0,0,70,0,5.7,6.2,6.8,7.5,1,0,1,136,113,
8614,2529,554,513,66,703,220,2056,0,0,2.1,2.6,2.1,2.6,2,0,13,15760,13133,
8615,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,1,0,4,5337,4448,
8616,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,1,0,17,4536,3780,
8617,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,1,0,13,4814,4012,
8618,109,0,84,0,17,5,47,59,0,14,14.4,16.9,17.3,1,0,2,1714,1428,
8619,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,1,0,8,14428,12023,
8620,267,27,133,51,34,89,70,178,86,10,8,10,8,2,0,9,3350,2792,
8621,67,3,26,0,7,35,71,0,0,23.6,22.3,27.2,25.6,2,0,5,3972,3310,
8622,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,1,0,4,-349,-291,
8623,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,1,0,3,1123,936,
8624,406,18,374,27,0,0,21,398,0,5.2,5,5.2,5,2,0,19,3834,3195,
8625,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4,2956,2464,
8626,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,3,0,35,20825,17354,
8627,97,0,108,7,0,5,120,0,0,11.9,9.7,11.9,9.7,2,0,7,2257,1881,
8628,98,21,46,3,44,0,114,0,0,30.3,26.1,36.6,31.4,1,0,15,4098,3415,
8629,218,78,16,56,77,0,227,0,0,25.4,24.4,30.6,29.4,1,0,4,4303,3586,
8630,17518,9404,1221,0,2955,0,13580,0,0,3.1,4,3.1,4,1,0,14,70692,58910,
8631,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,4,0,18,8755,7296,
8632,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,1,0,24,22918,19098,
8633,1059,299,234,144,217,60,954,0,0,21.6,24,24.9,27.6,2,0,17,13384,11154,
8634,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17,2,0,13,4362,3635,
8635,63,29,0,9,24,0,62,0,0,13.1,13.3,15.8,16.1,1,0,4,1425,1188,
8636,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,-497,-414,
8637,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3,94,78,
8638,520,181,160,9,55,25,430,0,0,6,7.3,6,7.3,2,0,8,4573,3811,
8639,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,1,0,5,7516,6264,
8640,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,1,0,37,41047,34205,
8641,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,1,0,3,191,159,
8642,134,42,11,32,35,14,134,0,0,2.1,2.1,2.6,2.6,1,0,8,536,447,
8643,71,21,21,4,14,5,25,40,0,14,15.3,16.9,18.5,1,0,4,2044,1703,
8644,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,1,0,7,2622,2185,
8645,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5,2935,2446,
8646,1703,186,463,0,516,316,1481,0,0,5,5.8,5,5.8,3,0,8,13443,11203,
8647,97,21,41,0,49,15,16,100,10,7.5,5.8,7.5,5.8,2,0,9,588,490,
8648,101,12,31,3,50,0,65,28,3,4.5,4.7,4.5,4.7,1,0,1.5,-497,-414,
8649,218,28,118,44,0,10,91,109,0,31,33.8,37.4,40.8,1,0,8,7867,6556,
8650,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,1,0,9,225,187,
8651,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,1,0,2,3418,2848,
8652,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11,8491,7076,
8653,1059,299,234,144,217,60,954,0,0,21.6,24,24.9,27.6,2,0,17,13384,11154,
8654,62,51,0,0,10,5,66,0,0,5.6,5.3,6.8,6.4,1,0,3,-395,-330,
8655,288,201,0,36,76,0,99,214,0,8.5,7.9,10.3,9.5,1,0,5,-11,-9,
8656,1222,503,333,173,150,5,1164,0,0,4.7,5,4.7,5,1,0,20,10225,8521,
8657,52,13,17,6,10,5,20,16,15,26.1,26.6,31.5,32.1,1,0,2,3743,3119,
8658,267,27,133,51,34,89,70,178,86,10,8,10,8,2,0,9,3350,2792,
8659,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,1,0,8,14428,12023,
8660,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,2,0,11,5121,4267,
8661,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,1,0,3,852,710,
8662,59,36,21,0,0,0,6,51,0,11.3,11.7,13.6,14.1,1,0,8,1416,1180,
8663,89,15,28,17,7,30,24,73,0,5,4.6,5,4.6,2,0,4,690,575,
8664,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,1,0,3,1011,843,
8665,189,39,112,3,28,0,0,182,0,3,3.1,3,3.1,2,0,15,1341,1117,
8666,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,1,0,15,9142,7618,
8667,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,1,0,10,6271,5226,
8668,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,4,0,8,23156,19297,
8669,54,36,0,16,0,0,0,52,0,12.7,13.2,15.3,15.9,1,0,1,985,821,
8670,71,31,28,9,7,0,31,23,21,3.5,3.3,4.2,3.9,1,0,1,-868,-724,
8671,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97,2,0,3,17324,14437,
8672,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,1,0,6,3849,3207,
8673,82,25,46,0,14,15,100,0,0,5.4,4.4,5.4,4.4,1,0,3,-86,-72,
8674,387,88,221,37,34,0,18,362,0,6,6.1,7.3,7.4,1,0,7,1339,1116,
8675,505,111,127,18,216,0,472,0,0,9.8,10.5,9.8,10.5,1,0,30,5851,4876,
8676,77,28,0,42,0,0,0,70,0,5.7,6.2,6.8,7.5,1,0,1,136,113,
8677,374,170,4,88,126,10,398,0,0,0.8,0.8,1,0.9,1,0,2,703,586,
8678,89,15,28,17,7,30,24,73,0,5,4.6,5,4.6,2,0,4,690,575,
8679,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,4,0,8,23156,19297,
8680,9,0,10,0,0,0,5,5,0,26.6,23.9,26.6,23.9,1,0,2,2809,2341,
8681,17518,9404,1221,0,2955,0,13580,0,0,3.1,4,3.1,4,1,0,14,70692,58910,
8682,74,18,7,37,7,5,74,0,0,54,54,54,54,1,0,14,11255,9379,
