ID,AFP,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Effort
7375,0,134,116,364,48,4523
7376,463,177,0,35,94,4894
7377,3135,104,61,120,122,3876
7378,1223,176,0,197,0,7719
7379,744,26,74,0,225,0
7380,339,193,106,8,188,11110
7381,652,133,104,220,241,6514
7382,1425,0,339,0,132,6500
7383,0,0,177,74,0,0
7384,2052,177,154,167,343,9978
7385,912,17,165,119,7,0
7386,0,0,50,78,0,1504
7387,0,256,85,169,15,5491
7388,1519,0,200,0,90,9428
7389,1733,1,176,289,256,0
7390,483,116,87,0,144,0
7391,837,207,122,80,387,0
7392,1378,8,66,200,451,3971
7393,924,0,6,44,221,11417
7394,1732,0,359,26,75,16718
7395,53,122,0,195,0,4244
7396,361,158,38,224,355,0
7397,256,0,150,239,136,9020
7398,1478,91,196,184,212,18529
7399,2053,0,131,0,97,0
7400,0,206,32,0,214,0
7401,0,148,25,56,88,4533
7402,0,0,251,0,305,8600
7403,1884,63,45,161,259,0
7404,956,0,245,343,0,0
7405,0,64,320,0,34,0
7406,0,0,49,47,56,7780
7407,1781,149,0,221,0,841
7408,324,90,279,305,75,8454
7409,0,0,251,169,0,5804
7410,300,109,0,249,123,5806
7411,0,112,10,114,217,7470
7412,0,258,292,173,93,2347
7413,0,66,0,301,219,5531
7414,0,138,88,203,143,0
7415,695,207,13,0,67,10737
7416,135,267,34,75,247,10035
7417,0,96,136,411,0,0
7418,0,10,237,250,70,988
7419,676,0,112,0,19,11149
7420,1316,0,234,238,354,0
7421,0,0,0,239,117,3696
7422,1823,95,247,230,205,0
7423,691,43,8,88,53,1063
7424,0,234,0,282,288,6632
7425,0,111,39,145,50,0
7426,0,134,117,304,151,10420
7427,0,42,108,166,391,2325
7428,0,0,115,187,348,0
7429,2162,327,95,77,225,6048
7430,818,195,145,107,0,9302
7431,0,172,224,28,0,4745
7432,0,147,247,114,43,2904
7433,933,74,304,0,182,5122
7434,0,174,0,101,355,7001
7435,1772,240,302,353,161,4727
7436,177,182,0,57,33,2327
7437,456,56,5,47,175,14775
7438,0,296,106,0,392,0
7439,54,137,0,17,259,562
7440,0,185,213,145,376,7047
7441,0,34,201,208,108,424
7442,1212,157,102,240,153,0
7443,562,79,234,211,376,2740
7444,0,174,233,252,328,11068
7445,18,169,0,67,129,3456
7446,1802,0,27,131,0,17140
7447,1182,33,86,306,57,9344
7448,301,0,0,0,229,16035
7449,0,230,80,239,285,988
7450,0,188,234,372,114,6092
7451,0,72,82,28,151,13542
7452,1086,0,76,171,134,3621
7453,1911,336,0,0,333,0
7454,210,168,194,86,119,16953
7455,169,197,53,156,277,10119
7456,1128,195,189,94,97,0
7457,0,111,109,124,132,6295
7458,0,245,141,92,18,14290
7459,0,0,258,83,181,400
7460,1255,145,0,0,0,0
7461,0,8,103,0,217,4970
7462,291,278,75,0,185,2662
7463,0,267,18,269,128,0
7464,72,0,185,80,0,9619
7465,541,155,0,47,162,11045
7466,395,196,248,103,0,2954
7467,1956,114,171,128,71,15144
7468,740,156,30,112,181,4965
7469,762,111,45,194,106,2264
7470,678,96,12,215,0,0
7471,0,111,0,155,26,8037
7472,1922,130,0,91,276,0
7473,648,166,0,225,0,4689
7474,0,55,0,0,27,2934
7475,54,7,255,256,262,0
7476,1900,234,0,190,0,9714
7477,0,124,0,35,284,8272
7478,0,167,99,156,327,230
7479,367,144,344,82,334,5734
7480,898,164,310,98,96,187
7481,1757,0,264,27,79,0
7482,949,52,9,0,197,10705
7483,931,192,66,56,261,11978
7484,1468,48,92,0,112,9503
7485,0,126,11,40,29,8570
7486,152,61,238,249,58,0
7487,1006,226,211,121,0,3394
7488,1257,12,263,0,151,591
7489,112,87,66,0,227,12834
7490,671,138,44,129,344,8209
7491,537,134,0,93,116,2925
7492,1117,177,185,123,112,3793
7493,0,94,117,358,121,2412
7494,162,205,324,6,0,0
7495,1435,197,122,125,0,0
7496,508,99,40,75,330,19359
7497,0,93,0,0,105,0
7498,486,361,233,250,226,3611
7499,0,253,81,300,0,0
7500,1161,171,258,67,0,17741
7501,0,80,81,3,207,0
7502,2861,0,228,14,0,0
7503,0,325,68,88,291,4065
7504,919,120,373,180,55,0
7505,374,0,130,98,115,12296
7506,0,16,180,70,48,5955
7507,526,107,36,0,0,9459
7508,0,0,76,306,0,0
7509,290,106,0,250,366,12261
7510,0,0,0,0,421,0
7511,1081,119,240,67,185,403
7512,0,124,244,0,61,11960
7513,139,163,114,26,77,6513
7514,1002,76,237,61,251,4178
7515,1153,32,0,311,420,5831
7516,1956,26,97,228,396,0
7517,0,186,0,181,260,5106
7518,2210,30,0,171,62,8620
7519,1393,70,223,168,130,6070
7520,567,168,0,197,0,10037
7521,2684,117,41,179,139,0
7522,0,111,0,91,132,0
7523,232,28,0,293,0,2508
7524,0,0,76,118,332,0
7525,1325,137,3,208,0,2134
7526,0,144,103,117,19,2212
7527,2855,5,0,0,321,15629
7528,398,136,93,61,64,11536
7529,2036,29,0,155,415,0
7530,472,151,15,175,127,5408
7531,727,0,152,273,394,3760
7532,0,310,213,378,35,2402
7533,0,49,49,213,48,342
7534,824,0,187,0,228,697
7535,0,130,241,0,14,8854
7536,1557,138,136,0,23,0
7537,284,0,202,92,105,8984
7538,0,139,44,0,0,7091
7539,1315,146,132,0,48,0
7540,2049,83,0,310,247,306
7541,0,95,174,104,61,0
7542,0,204,0,195,385,2721
7543,1191,203,218,0,0,9293
7544,0,198,166,297,4,980
7545,542,0,0,259,0,0
7546,1285,52,292,81,0,0
7547,679,41,319,5,140,7486
7548,795,131,283,309,308,15677
7549,468,250,38,0,48,5013
7550,2505,242,84,16,0,394
7551,2332,197,112,132,22,2173
7552,0,1,0,287,0,1284
7553,1147,0,0,100,284,0
7554,2158,72,117,29,119,4012
7555,0,115,0,30,191,10751
7556,0,166,330,205,195,10621
7557,0,239,308,74,195,13066
7558,94,95,212,248,203,0
7559,0,143,0,96,0,4714
7560,1301,0,129,0,118,2498
7561,577,22,160,38,49,9516
7562,0,0,10,161,318,0
7563,0,0,0,129,99,5163
7564,2187,107,193,219,0,18279
7565,363,0,220,431,25,0
7566,1172,107,311,0,79,0
7567,270,210,198,337,237,2485
7568,154,36,50,55,142,2819
7569,0,0,268,166,189,0
7570,0,151,0,496,126,3627
7571,235,0,269,25,52,950
7572,860,0,44,181,310,0
7573,0,244,293,319,262,11959
7574,779,13,0,379,0,820
7575,0,26,176,256,308,5989
7576,2480,9,99,7,204,633
7577,598,139,284,0,48,0
7578,838,23,98,50,49,1348
7579,0,76,0,170,100,2676
7580,189,161,120,0,203,3994
7581,918,181,145,313,0,161
7582,391,109,152,243,127,6999
7583,560,0,79,88,39,0
7584,608,44,254,84,342,0
7585,0,55,213,2,102,4510
7586,732,128,0,0,0,18763
7587,50,234,126,42,34,0
7588,292,88,165,75,27,3421
7589,533,175,179,0,105,10929
7590,0,257,0,83,0,17824
7591,1968,116,189,192,0,9867
7592,0,14,45,95,122,0
7593,0,89,84,0,82,2434
7594,0,0,162,180,204,3047
7595,0,178,0,117,215,671
7596,1171,222,211,352,0,6971
7597,0,50,170,156,0,3696
7598,2395,166,100,211,164,10267
7599,3538,0,0,110,213,1616
7600,814,132,400,403,149,0
7601,0,0,47,196,0,5116
7602,2480,182,176,0,241,10740
7603,0,162,87,60,324,5293
7604,2273,0,178,74,235,0
7605,535,51,253,0,564,0
7606,1429,0,51,296,388,16081
7607,475,115,0,123,125,11602
7608,60,154,221,350,0,0
7609,0,269,2,270,0,15096
7610,0,77,114,302,259,16410
7611,0,85,286,390,2,0
7612,0,34,140,154,383,668
7613,361,236,188,154,0,0
7614,167,102,0,0,0,1409
7615,0,11,54,252,143,7509
7616,1387,123,210,363,167,3601
7617,0,0,203,0,0,8857
7618,0,77,0,75,256,21575
7619,1329,281,204,260,140,14684
7620,0,273,164,190,1,8215
7621,1054,149,222,150,163,18939
7622,2336,308,0,0,372,12144
7623,281,288,182,109,163,0
7624,1559,81,223,0,192,0
7625,0,0,177,291,158,2128
7626,0,0,200,39,94,13782
7627,0,49,178,466,355,2198
7628,0,3,11,45,0,4214
7629,0,58,0,97,13,2082
7630,1266,317,88,101,151,13780
7631,1869,214,54,0,114,8049
7632,0,90,258,96,0,5523
7633,58,0,0,132,229,8087
7634,2136,0,0,144,0,3232
7635,2096,0,114,36,0,1666
7636,295,147,0,284,312,3409
7637,316,104,0,0,107,9350
7638,1015,0,63,0,94,4776
7639,0,133,184,141,12,8635
7640,0,0,198,78,0,5356
7641,1519,148,79,34,301,7069
7642,0,268,29,21,63,0
7643,0,0,0,161,124,11425
7644,720,53,321,69,52,1649
7645,194,248,62,382,272,8669
7646,2533,8,103,0,143,2169
7647,2340,0,0,91,116,12010
7648,304,28,63,0,0,9328
7649,1511,69,144,169,0,1975
7650,2886,218,0,127,117,2538
7651,182,173,7,177,12,5420
7652,404,0,119,328,37,3695
7653,0,0,155,221,500,4611
7654,0,0,73,6,243,4546
7655,1324,198,127,204,143,0
7656,0,5,341,60,98,0
7657,1049,53,79,239,0,366
7658,903,92,2,147,105,9582
7659,0,40,263,0,138,16587
7660,717,0,77,282,0,3651
7661,0,0,58,31,351,0
7662,5,0,90,92,131,271
7663,437,362,268,327,0,0
7664,790,12,65,69,0,8045
7665,0,104,0,0,164,13159
7666,0,86,38,52,7,4452
7667,621,0,0,293,182,2218
7668,2274,0,281,133,103,0
7669,0,24,128,325,369,10597
7670,793,174,173,0,105,11949
7671,1485,0,186,103,253,13222
7672,2931,0,174,283,29,3098
7673,0,83,51,223,155,11259
7674,68,278,189,0,230,839
7675,0,132,237,92,80,0
7676,0,155,133,230,0,14698
7677,0,0,236,78,0,7754
7678,1173,137,175,0,54,11135
7679,839,4,183,272,284,0
7680,1750,50,0,296,203,3568
7681,1730,129,286,21,105,0
7682,0,85,183,84,77,0
7683,0,160,21,84,83,15253
7684,0,120,197,158,288,572
7685,183,191,199,114,409,21861
7686,2011,0,136,222,363,1196
7687,2990,317,0,0,69,375
7688,549,0,174,31,0,27
7689,2996,120,291,424,106,6426
7690,0,142,130,0,119,0
7691,0,63,163,95,123,1835
7692,0,177,210,254,0,588
7693,0,38,181,72,218,0
7694,535,114,84,205,0,4627
7695,1656,148,0,0,449,7822
7696,1196,0,157,0,282,13783
7697,792,107,252,8,98,8319
7698,35,107,111,87,46,8743
7699,301,143,0,158,99,0
7700,1352,0,0,60,265,11489
7701,685,315,320,0,312,8597
7702,1140,320,7,72,0,3155
7703,946,277,0,333,114,4566
7704,1439,221,345,392,36,0
7705,0,127,145,242,0,0
7706,2192,92,282,0,156,12547
7707,668,75,275,38,203,10567
7708,1392,0,166,150,240,0
7709,715,198,177,0,403,5390
7710,3014,230,324,135,254,1623
7711,2521,90,72,222,5,7863
7712,252,251,70,253,214,0
7713,1159,5,160,215,0,5247
7714,342,203,0,41,0,2848
7715,1959,136,73,293,52,0
7716,1908,0,143,168,153,4062
7717,483,167,0,338,39,0
7718,674,57,252,265,0,8048
7719,2361,232,132,0,0,4088
7720,0,269,0,0,0,0
7721,981,270,84,9,376,17125
7722,637,131,176,7,33,4621
7723,1220,332,45,260,0,4528
7724,28,16,0,162,250,0
7725,0,154,368,155,0,0
7726,439,0,33,242,159,7095
7727,0,40,3,0,148,0
7728,0,29,50,131,497,4099
7729,0,29,194,289,269,0
7730,0,227,15,387,338,2201
7731,2418,324,62,51,302,8999
7732,1781,109,197,0,239,2016
7733,1180,189,203,0,10,5031
7734,504,0,0,0,105,4347
7735,870,14,91,0,168,4697
7736,0,60,75,32,90,1155
7737,827,89,307,46,1,3081
7738,899,0,189,77,88,7460
7739,507,121,367,192,294,11626
7740,0,14,372,220,207,0
7741,1533,137,309,232,79,0
7742,0,34,165,114,279,3011
7743,0,96,0,177,76,3429
7744,336,85,174,21,0,7175
7745,2044,99,118,49,0,1311
7746,652,143,214,0,89,7622
7747,924,0,39,73,154,2600
7748,1633,0,10,52,165,8606
7749,172,155,0,145,141,7208
7750,0,275,113,223,0,0
7751,0,0,69,376,422,0
7752,467,108,74,235,103,745
7753,872,164,0,112,266,7881
7754,1343,288,0,74,0,0
7755,1122,0,171,0,166,0
7756,1092,316,317,2,210,0
7757,0,113,175,226,395,1991
7758,63,88,108,297,172,18211
7759,261,0,176,64,27,0
7760,0,9,151,0,104,7940
7761,0,211,0,91,322,0
7762,1616,244,200,167,29,2725
7763,2230,0,199,4,133,0
7764,1399,12,82,124,0,0
7765,607,87,167,75,124,15953
7766,1431,223,135,164,78,0
7767,1257,0,0,0,46,0
7768,3503,102,80,136,0,796
7769,115,94,0,196,118,0
7770,498,0,133,139,224,0
7771,378,170,71,127,31,8727
7772,0,68,463,0,221,0
7773,0,222,88,50,172,0
7774,928,218,0,0,116,3096
7775,2252,402,298,95,167,7829
7776,0,19,237,0,176,14559
7777,2036,217,18,113,200,6454
7778,178,90,118,7,23,6936
7779,0,126,272,218,0,0
7780,0,117,226,122,19,10620
7781,1422,291,164,120,62,15812
7782,1478,224,295,132,379,7510
7783,0,177,179,261,0,0
7784,485,8,190,0,0,5560
7785,1084,58,178,39,36,5789
7786,721,196,9,75,131,0
7787,0,135,0,127,368,12424
7788,2240,179,160,252,28,0
7789,1521,352,110,22,89,1832
7790,1857,0,81,287,416,7507
7791,0,164,173,0,58,4586
7792,1031,0,26,132,83,8940
7793,0,230,320,376,34,0
7794,1716,70,199,0,143,10483
7795,870,135,0,206,0,0
7796,0,169,101,90,210,4785
7797,960,110,27,0,0,10472
7798,480,201,0,57,0,120
7799,0,0,64,40,209,0
7800,0,79,132,184,27,79
7801,1441,70,117,0,203,249
7802,2306,137,58,298,220,0
7803,0,0,208,0,93,12898
7804,1507,195,29,208,137,2805
7805,1203,0,0,106,37,0
7806,0,229,38,87,129,9317
7807,978,0,22,382,134,7426
7808,0,0,190,0,32,6495
7809,1009,268,35,61,148,12000
7810,180,249,120,0,296,1510
7811,1911,0,96,157,0,4261
7812,0,99,400,194,433,0
7813,0,246,106,143,240,9200
7814,0,57,154,301,125,8868
7815,0,222,162,110,182,1361
7816,947,130,250,234,95,9911
7817,770,169,95,294,155,8596
7818,729,84,59,0,38,16747
7819,0,93,250,186,92,1580
7820,0,72,0,107,38,0
7821,3136,270,194,54,329,2486
7822,1418,0,136,28,0,0
7823,988,0,142,0,280,5824
7824,2635,194,116,34,97,0
7825,789,44,91,71,38,7334
7826,1298,83,150,29,0,6169
7827,3240,186,107,75,109,14642
7828,1758,0,301,257,108,7053
7829,0,144,90,147,224,10960
7830,1402,0,199,400,95,15690
7831,0,0,198,12,89,9819
7832,108,243,0,37,25,8831
7833,1398,62,137,0,173,4567
7834,0,45,184,0,131,0
7835,1887,47,123,363,81,0
7836,616,0,0,25,323,10416
7837,0,1,0,162,305,0
7838,2184,123,79,135,178,6755
7839,668,227,214,255,0,5915
7840,0,58,81,256,26,8519
7841,2415,0,132,197,0,0
7842,707,153,20,209,187,0
7843,766,222,0,241,83,0
7844,1722,0,191,107,278,7424
7845,918,79,123,66,486,12073
7846,0,0,94,90,318,2153
7847,76,189,52,76,0,8479
7848,0,0,15,193,319,1445
7849,0,0,0,275,0,8632
7850,572,116,0,211,0,5511
7851,644,168,225,179,110,0
7852,0,230,173,291,65,3881
7853,352,159,189,340,141,0
7854,484,54,162,222,190,0
7855,1338,125,0,231,106,1604
7856,1319,149,51,187,148,2604
7857,0,212,86,87,0,0
7858,1566,267,71,149,260,6192
7859,855,111,0,195,40,8996
7860,293,144,22,26,136,2409
7861,0,117,156,182,160,4198
7862,1276,322,229,80,0,6816
7863,1501,272,0,104,0,20049
7864,1416,215,147,0,99,15088
7865,0,158,255,228,4,1209
7866,1478,64,118,143,0,6731
7867,222,92,239,111,0,14063
7868,28,0,175,272,281,5128
7869,484,153,69,0,41,8936
7870,0,3,64,157,282,2882
7871,579,248,57,0,0,0
7872,229,99,299,214,71,6635
7873,0,137,288,143,0,10437
7874,0,32,216,209,11,0
7875,220,0,97,168,99,0
7876,0,222,29,201,166,9376
7877,1057,237,234,95,0,8734
7878,629,0,5,12,226,178
7879,1686,0,412,240,23,0
7880,264,79,86,175,303,0
7881,0,68,191,249,46,0
7882,161,180,156,0,340,3484
7883,2060,0,151,208,0,2708
7884,0,231,91,297,0,0
7885,852,115,44,229,81,3420
7886,2458,211,146,0,125,4833
7887,1255,18,66,0,220,20635
7888,0,307,0,309,184,14254
7889,1525,201,0,64,91,2719
7890,0,239,232,202,9,83
7891,373,241,211,245,9,0
7892,1348,0,89,0,105,10048
7893,1352,373,0,53,83,11705
7894,0,0,86,243,242,3650
7895,0,21,100,297,283,0
7896,0,151,267,111,129,0
7897,0,176,166,357,175,12364
7898,3253,0,126,133,209,19537
7899,1908,105,90,219,99,1214
7900,105,0,6,210,9,0
7901,329,87,168,100,80,5709
7902,0,127,269,254,102,0
7903,2357,50,264,102,409,15970
7904,1178,93,128,40,193,0
7905,2289,0,66,207,242,4806
7906,0,254,55,92,12,4225
7907,0,76,291,137,215,0
7908,0,109,106,196,331,10853
7909,0,44,182,152,154,3609
7910,591,0,140,108,124,0
7911,2766,90,273,47,28,0
7912,245,0,228,178,119,7777
7913,4,108,144,92,213,13526
7914,2156,0,26,0,0,2341
7915,1334,110,87,0,182,4368
7916,0,70,200,235,0,0
7917,714,225,61,38,216,0
7918,0,221,0,492,284,11627
7919,0,133,164,117,85,6638
7920,538,0,0,17,217,7246
7921,3156,0,0,116,128,10261
7922,0,52,0,182,0,12657
7923,1828,55,37,252,156,3940
7924,1188,0,185,0,193,3965
7925,2020,0,86,199,0,13484
7926,447,5,3,272,58,1934
7927,118,0,90,272,0,3487
7928,1307,373,301,71,348,140
7929,1350,98,306,107,0,7496
7930,2102,195,0,187,0,15028
7931,874,281,139,158,0,10651
7932,1639,23,0,105,7,128
7933,1208,42,88,167,239,5420
7934,0,116,76,0,401,1935
7935,202,67,130,60,0,6445
7936,1078,231,28,342,219,11393
7937,529,186,0,0,0,0
7938,205,60,81,115,64,3783
7939,2246,61,0,154,112,0
7940,1322,0,137,169,158,3419
7941,1425,0,0,0,299,10991
7942,0,0,7,0,155,0
7943,3062,82,275,201,0,0
7944,346,236,354,45,340,10953
7945,1147,291,104,213,202,2592
7946,1190,301,0,357,138,0
7947,2486,154,112,213,131,721
7948,1686,202,110,106,163,17885
7949,0,94,257,0,276,3403
7950,208,167,214,76,517,22102
7951,3094,0,115,62,234,731
7952,0,0,123,86,0,4808
7953,1832,0,0,111,11,15446
7954,479,204,54,1,126,0
7955,0,186,0,257,292,1158
7956,1931,269,0,27,104,0
7957,485,240,0,229,0,8059
7958,476,0,172,233,0,0
7959,0,237,0,52,318,0
7960,157,99,81,0,287,3112
7961,1170,243,137,173,0,0
7962,0,146,0,254,19,1225
7963,1687,89,140,280,406,9973
7964,925,197,36,522,170,8995
7965,899,321,104,372,0,3876
7966,0,126,164,42,244,200
7967,873,298,0,88,166,11101
7968,344,100,172,261,142,411
7969,0,61,0,288,0,4489
7970,0,149,62,107,0,0
7971,1508,253,0,22,80,155
7972,761,0,1,255,246,14230
7973,853,32,252,221,4,4676
7974,0,0,365,168,0,0
7975,0,179,11,46,330,0
7976,3241,39,317,226,277,730
7977,0,19,130,328,124,3669
7978,207,66,196,0,0,0
7979,0,170,136,0,0,0
7980,2177,47,0,0,519,885
7981,0,0,157,210,211,0
7982,0,117,158,134,0,0
7983,909,22,0,0,74,1521
7984,373,83,67,432,204,1891
7985,50,255,110,25,0,479
7986,2127,70,126,260,201,3550
7987,0,204,281,152,0,0
7988,1261,13,106,141,241,0
7989,328,1,172,226,85,11382
7990,1559,295,129,147,9,0
7991,0,198,227,0,213,0
7992,185,60,78,84,157,6191
7993,1923,89,51,56,96,1245
7994,1029,124,185,156,241,1033
7995,195,157,158,87,235,0
7996,1398,95,138,146,0,6565
7997,0,0,0,301,0,3798
7998,2090,37,204,0,17,0
7999,0,130,459,0,128,0
8000,0,42,30,497,0,11482
8001,0,0,135,0,0,1116
8002,0,137,0,118,54,3850
8003,0,213,45,169,196,0
8004,701,0,68,70,41,0
8005,339,154,219,74,196,9019
8006,2853,16,34,250,153,18299
8007,107,74,193,305,121,5234
8008,8,96,41,160,41,0
8009,925,29,137,35,232,6752
8010,0,0,79,332,18,0
8011,0,159,272,1,0,1333
8012,2812,87,145,0,0,0
8013,859,391,123,94,0,12830
8014,1452,178,134,0,249,0
8015,0,212,301,246,0,925
8016,989,64,146,0,225,15772
8017,466,244,0,40,210,959
8018,690,0,187,295,336,5407
8019,0,40,97,0,98,0
8020,506,297,0,332,257,0
8021,2215,49,149,16,197,10055
8022,2215,126,0,177,75,0
8023,0,0,146,0,76,0
8024,196,0,177,0,0,0
8025,550,165,191,0,344,1270
8026,1871,116,152,6,322,0
8027,0,30,26,237,0,0
8028,0,51,85,98,0,7061
8029,0,150,137,36,0,12794
8030,0,88,0,116,119,4551
8031,0,105,0,175,6,0
8032,608,77,283,42,60,4305
8033,0,199,18,179,218,3594
8034,0,84,127,125,148,19
8035,1313,116,198,0,239,10637
8036,1182,259,83,237,62,4568
8037,478,0,79,105,0,8399
8038,1234,234,249,221,88,5051
8039,760,0,0,23,230,5773
8040,1792,261,233,0,158,0
8041,732,156,295,68,0,3314
8042,81,112,196,135,333,3368
8043,0,193,0,87,75,1355
8044,1404,21,0,0,178,0
8045,619,95,44,143,344,12858
8046,604,233,59,0,334,8477
8047,43,163,281,97,202,0
8048,1259,160,134,0,0,8615
8049,1196,90,0,0,302,3575
8050,0,134,0,0,298,8587
8051,1521,55,156,20,0,1750
8052,0,0,0,0,417,3300
8053,0,0,3,233,110,11965
8054,1080,164,342,16,0,55
8055,812,0,303,13,0,0
8056,1318,26,204,13,48,4294
8057,1278,0,398,0,14,0
8058,723,182,143,0,0,5313
8059,1660,92,279,201,79,8629
8060,1543,309,104,0,234,6152
8061,455,0,44,174,102,12534
8062,224,184,326,69,195,1645
8063,305,101,51,26,0,5571
8064,0,209,154,218,115,24740
8065,303,21,0,227,0,9348
8066,0,160,0,19,118,7423
8067,0,149,259,35,0,0
8068,0,31,0,126,321,0
8069,0,154,32,147,94,5837
8070,464,0,187,241,176,9415
8071,697,56,149,273,0,7805
8072,82,62,200,244,327,5235
8073,0,90,173,193,403,2381
8074,1383,0,160,308,62,4531
8075,1075,41,36,167,70,0
8076,1283,393,149,165,64,0
8077,1099,182,151,133,266,2284
8078,741,0,447,263,0,0
8079,233,15,208,259,223,8367
8080,0,0,377,146,123,13914
8081,1550,58,0,0,238,73
8082,0,271,120,47,0,9964
8083,884,174,0,0,74,12666
8084,1677,107,189,73,111,7283
8085,0,0,76,12,34,9030
8086,0,19,0,196,225,3190
8087,2121,0,29,65,189,11444
8088,0,105,251,68,73,16731
8089,1809,243,98,35,0,13598
8090,1742,0,191,93,0,0
8091,0,37,171,361,233,505
8092,1501,240,234,194,195,3723
8093,205,54,23,41,170,5643
8094,92,172,0,0,16,10549
8095,928,158,248,65,68,7739
8096,2886,98,89,72,132,13834
8097,605,0,34,0,91,0
8098,0,260,175,0,0,4974
8099,384,73,0,0,320,12475
8100,0,240,0,278,216,0
8101,864,263,93,234,62,2741
8102,1425,160,110,9,295,630
8103,0,105,0,207,0,879
8104,0,273,66,101,184,15336
8105,557,0,36,218,129,0
8106,1255,0,292,0,49,0
8107,1303,0,122,108,42,0
8108,0,57,223,70,0,7391
8109,1396,223,25,88,104,7955
8110,0,395,228,151,111,2030
8111,0,127,244,167,174,9854
8112,241,217,235,79,519,0
8113,646,31,240,98,110,0
8114,1365,0,228,277,0,0
8115,386,110,225,18,89,4689
8116,0,60,8,49,11,0
8117,1408,110,221,315,138,8842
8118,1023,346,23,6,0,0
8119,1359,240,100,54,237,3722
8120,2383,0,0,154,169,0
8121,1520,128,191,51,516,2030
8122,1512,53,57,394,401,0
8123,1721,237,160,138,0,672
8124,0,94,0,0,176,0
8125,0,258,97,362,184,3572
8126,246,105,19,93,62,3649
8127,0,140,46,304,0,13237
8128,0,6,100,191,115,0
8129,0,114,0,272,176,1274
8130,867,244,150,118,0,9816
8131,0,58,238,284,24,0
8132,1233,369,477,151,427,14678
8133,1325,30,385,0,4,0
8134,1119,195,50,172,130,8644
8135,1081,40,269,96,0,5174
8136,259,264,263,0,0,1920
8137,702,245,0,99,98,8526
8138,0,0,0,0,62,3314
8139,3340,0,0,222,156,4576
8140,805,165,0,118,275,6178
8141,0,0,10,246,0,13137
8142,496,97,270,28,0,2924
8143,0,277,53,165,0,0
8144,0,299,180,0,359,3946
8145,1129,352,171,281,111,6402
8146,199,0,111,153,171,0
8147,0,0,162,272,217,26440
8148,0,115,0,304,491,4176
8149,995,64,80,117,184,8260
8150,0,239,41,233,250,4310
8151,421,0,104,0,34,16311
8152,247,154,222,231,33,7446
8153,536,126,0,142,172,1279
8154,2305,116,0,8,42,0
8155,631,408,137,307,165,5039
8156,0,149,0,208,7,0
8157,0,203,0,0,0,3548
8158,674,70,197,125,0,831
8159,551,0,78,198,261,1807
8160,0,71,0,61,388,0
8161,2153,216,0,307,315,8510
8162,2300,208,133,0,0,8564
8163,659,0,120,282,250,1485
8164,548,288,167,326,0,8970
8165,1005,74,36,170,212,11627
8166,467,151,158,30,75,14333
8167,120,114,184,391,0,2944
8168,0,128,141,29,283,10303
8169,1420,5,0,356,326,8250
8170,0,151,191,120,297,5786
8171,87,275,0,167,337,13554
8172,837,111,71,65,89,2753
8173,36,132,0,218,59,4772
8174,1511,0,15,102,0,0
8175,3085,230,91,48,32,5936
8176,1825,174,98,0,0,3852
8177,2082,161,0,212,210,0
8178,3596,141,101,319,0,0
8179,0,277,0,179,183,6597
8180,0,46,57,368,47,8288
8181,678,0,166,7,31,1132
8182,0,64,342,78,146,4149
8183,1084,208,273,41,6,9642
8184,1436,296,0,0,240,9760
8185,3204,0,0,374,242,4351
8186,67,260,316,0,0,6288
8187,647,84,288,5,0,3323
8188,676,29,90,0,284,0
8189,1574,68,102,0,91,0
8190,0,0,0,136,85,0
8191,0,2,286,236,279,7325
8192,1904,68,132,351,170,1475
8193,2056,6,165,344,123,13775
8194,1903,163,0,0,60,7250
8195,126,176,26,59,189,6666
8196,0,98,25,61,333,0
8197,606,171,192,0,85,0
8198,0,235,102,156,325,5972
8199,0,209,0,192,394,11293
8200,219,0,0,49,71,0
8201,0,197,273,0,174,0
8202,348,280,54,94,53,19910
8203,0,127,0,0,420,5036
8204,0,125,0,22,186,0
8205,560,88,182,37,0,20009
8206,0,259,0,359,236,0
8207,0,17,144,0,139,14037
8208,0,118,0,0,298,1545
8209,758,86,141,167,126,12513
8210,1848,251,250,9,0,15531
8211,693,35,169,48,113,121
8212,0,0,147,80,380,7674
8213,142,248,0,57,0,9800
8214,1133,143,32,0,280,0
8215,182,134,148,57,152,4394
8216,0,104,156,60,228,2263
8217,0,158,26,89,0,0
8218,417,69,262,163,44,12149
8219,1366,51,139,2,16,4164
8220,2546,281,219,101,371,0
8221,0,35,274,0,329,2993
8222,0,311,354,59,201,485
8223,107,42,62,134,172,8794
8224,643,64,0,145,207,3308
8225,200,162,254,94,141,5868
8226,0,270,101,224,96,0
8227,2701,1,152,0,131,3924
8228,0,136,49,249,73,0
8229,0,121,195,70,81,3114
8230,1543,0,154,49,52,0
8231,366,128,16,38,0,3987
8232,0,313,28,91,297,11489
8233,1772,0,0,155,159,8929
8234,2378,54,38,136,71,1098
8235,0,244,90,148,31,9043
8236,0,292,59,181,126,3189
8237,0,35,83,81,0,147
8238,642,30,69,368,14,11225
8239,1084,0,0,81,108,5067
8240,1521,159,150,17,47,7252
8241,1942,3,117,9,281,5534
8242,461,151,155,70,0,4290
8243,0,284,84,164,101,6543
8244,2200,294,296,25,44,9422
8245,0,0,104,168,101,6221
8246,1119,170,6,0,209,859
8247,496,115,248,52,171,0
